event,test_year,families,family_count,feature_count,n_train,n_test,comparator_logloss,challenger_logloss,logloss_improvement,comparator_brier,challenger_brier,brier_improvement
k,2024,cross_event_profile|sample_reliability,2,12,499379,166558,0.5220362443723825,0.5214627394580172,0.0005735049143652,0.1706306776460596,0.170430430889485,0.0002002467565745
baserunner,2024,cross_event_profile|sample_reliability,2,12,523267,176896,0.3021817518326328,0.3014805017770436,0.0007012500555891,0.0825576298986053,0.0824386710880634,0.0001189588105418
hr,2024,cross_event_profile|target_rate_history,2,8,523267,176896,0.1326361790973134,0.1325170967087862,0.0001190823885271,0.028991101343903,0.0289636229836721,2.7478360230960563e-05
nonhr_hit,2024,cross_event_profile|sample_reliability|target_rate_history,3,14,512273,170363,0.4812093945494269,0.4810229361348695,0.0001864584145573,0.1519945513254454,0.1519349611818795,5.959014356587966e-05
