pregame_total,inning,season,n,under_pct,top_zero_pct,bottom_zero_pct,independence_p0_pct,joint_zero_dependence_pp,top_bottom_scoring_phi,mean_runs,multi_run_given_score_pct,threeplus_given_score_pct,season_under_sd_pp
8.0,3,2023,372,53.2258064516129,72.84946236559139,69.89247311827957,50.91629090068216,2.309515550930741,0.11320503752152777,1.075268817204301,59.195402298850574,35.63218390804598,
8.0,3,2024,589,53.82003395585738,73.00509337860781,75.04244482173175,54.784806915695505,-0.9647729598381227,-0.050217272454214125,0.9286926994906621,50.73529411764706,26.838235294117645,
8.0,3,2025,379,55.4089709762533,73.61477572559367,75.72559366754618,55.74522594523849,-0.3362549689851835,-0.01779549886069612,0.899736147757256,50.887573964497044,25.443786982248522,
8.5,3,2021,526,54.562737642585546,74.1444866920152,71.29277566539925,52.859662565600196,1.7030750769853498,0.08598039116026926,1.0608365019011408,60.66945606694561,32.21757322175732,
8.5,3,2022,506,49.01185770750988,73.12252964426878,68.37944664031622,50.00078114015217,-0.9889234326422913,-0.04797283059649936,1.1383399209486167,58.52713178294574,32.55813953488372,
8.5,3,2023,628,50.0,72.29299363057325,69.7452229299363,50.420909570367954,-0.4209095703679555,-0.02047348062090179,1.0764331210191083,57.324840764331206,30.89171974522293,
8.5,3,2024,733,51.15961800818554,74.48840381991815,68.4856753069577,51.01388638144462,0.14573162674091922,0.007195927662416317,1.0641200545702592,56.98324022346368,27.37430167597765,
8.5,3,2025,478,53.13807531380753,75.10460251046025,70.92050209205021,53.264561194656956,-0.12648588084942514,-0.006441246041072617,1.0648535564853556,59.375,31.69642857142857,
9.0,3,2021,383,49.60835509138381,72.58485639686684,69.71279373368147,50.600931221836674,-0.9925761304528657,-0.04842389310278204,1.0861618798955615,52.331606217616574,30.569948186528496,
9.0,3,2022,268,48.134328358208954,69.02985074626866,70.1492537313433,48.423925150367566,-0.289596792158614,-0.013687196632480728,1.1753731343283582,60.431654676258994,33.81294964028777,
9.0,3,2023,493,52.94117647058824,72.41379310344827,70.58823529411765,51.115618661257614,1.8255578093306246,0.08964214570007978,1.0304259634888437,58.189655172413794,28.879310344827587,
9.0,3,2024,378,47.08994708994709,69.84126984126983,67.46031746031747,47.115142353237594,-0.025195263290506142,-0.0011717243783045887,1.1693121693121693,53.5,30.0,
9.0,3,2025,317,52.36593059936908,75.39432176656152,70.34700315457413,53.037645911492795,-0.6717153121237107,-0.034146104310384694,1.0315457413249212,52.317880794701985,30.4635761589404,
9.5,3,2021,212,53.301886792452834,72.16981132075472,73.58490566037736,53.106087575649696,0.1957992168031386,0.009909566085057307,1.0518867924528301,56.56565656565656,32.323232323232325,
9.5,3,2022,146,43.83561643835616,68.4931506849315,69.86301369863014,47.85137924563708,-4.015762807280915,-0.1883945888796162,1.2123287671232876,58.536585365853654,31.70731707317073,
9.5,3,2023,278,50.35971223021583,69.42446043165468,67.98561151079137,47.19864396252782,3.1610682676880053,0.1470650395940631,1.1151079136690647,58.69565217391305,30.434782608695656,
9.5,3,2024,110,51.81818181818182,74.54545454545455,71.81818181818181,53.53719008264463,-1.7190082644628069,-0.08771684458747107,1.0727272727272728,60.37735849056604,33.9622641509434,
9.5,3,2025,129,59.68992248062015,80.62015503875969,71.31782945736434,57.496544678805364,2.1933778018147887,0.12269063515674658,0.8992248062015504,51.92307692307693,32.69230769230769,
10.0,3,2021,84,45.23809523809524,67.85714285714286,60.71428571428571,41.19897959183673,4.039115646258507,0.17708569983156536,1.4404761904761905,65.21739130434783,43.47826086956522,
10.0,3,2022,37,43.24324324324324,64.86486486486487,70.27027027027027,45.580715850986124,-2.33747260774288,-0.1071247113573525,1.4864864864864864,57.14285714285714,33.33333333333333,
