pregame_total,inning,p0_pct_bottom,p0_pct_top,mean_runs_bottom,mean_runs_top,nb_residual_pp_bottom,nb_residual_pp_top,season_p0_sd_pp_bottom,season_p0_sd_pp_top
8.0,3,73.53215284249767,73.57875116495805,0.4902143522833178,0.461789375582479,1.4701104474202475,1.4635026876923196,2.2831051356788357,1.3483129485238101
8.5,3,69.66213862765586,73.8070358760014,0.593521421107628,0.48589341692789967,1.2837977417367585,1.5330695405863515,1.3440706923698793,1.1202577932663647
8.5,6,71.52317880794702,72.88253746950157,0.5322411990240502,0.5078424538166608,1.3874426669349904,1.471987374274386,1.8495418424444314,1.7262777825168087
8.5,8,73.89937106918238,75.6114605171209,0.5027952480782669,0.4451432564640112,1.778268941507688,1.3425297590943797,1.400190598276339,2.3493306468266555
9.0,6,71.20304844855742,71.94127243066885,0.5449101796407185,0.48341489940184884,1.0655314806838456,1.0297768343010327,3.248525964051655,3.034025359721682
