pregame_total,inning,favorite_strength_bucket,mean_favorite_novig_prob,n,under_pct,top_zero_pct,bottom_zero_pct,independence_p0_pct,joint_zero_dependence_pp,top_bottom_scoring_phi,mean_runs,multi_run_given_score_pct,threeplus_given_score_pct,season_under_sd_pp
9.0,6,55-60%,0.5726860167162006,582,51.03092783505154,69.93127147766323,73.02405498281786,51.06665013403242,-0.03572229898087809,-0.001755192886576183,1.02233676975945,53.333333333333336,27.719298245614034,4.943457373962129
9.0,6,60-65%,0.6225784305894491,353,54.107648725212464,71.95467422096317,73.08781869688386,52.59010183855099,1.5175468866614694,0.0761702564205096,1.0084985835694051,61.111111111111114,29.629629629629626,7.463513715504249
9.0,6,65-70%,0.6701180590294172,182,54.395604395604394,75.82417582417582,70.32967032967034,53.32689288733244,1.0687115082719467,0.054643123424976736,1.0274725274725274,59.036144578313255,32.53012048192771,6.914027914005712
9.5,6,50-55%,0.5229071572822487,330,47.27272727272727,69.6969696969697,69.39393939393939,48.36547291092746,-1.0927456382001877,-0.051594643421306596,1.1545454545454545,55.74712643678161,32.18390804597701,6.540949280078936
9.5,6,55-60%,0.5734243450510202,283,48.409893992932865,72.08480565371025,67.49116607773851,48.65087590056063,-0.2409819076277686,-0.011468802721147624,1.0212014134275618,50.68493150684932,23.972602739726025,6.917658114045196
9.5,6,60-65%,0.6233701622375828,168,49.404761904761905,69.04761904761905,70.23809523809523,48.497732426303855,0.9070294784580546,0.04291244828562322,1.130952380952381,61.1764705882353,36.470588235294116,12.569713869508197
7.0,7,50-55%,0.5221921261378533,220,55.00000000000001,73.18181818181819,73.18181818181819,53.555785123966935,1.4442148760330675,0.07358669333614092,0.990909090909091,59.59595959595959,35.35353535353536,8.09802666631951
7.0,7,55-60%,0.5738286841291543,220,61.81818181818181,79.0909090909091,76.81818181818181,60.756198347107436,1.0619834710743792,0.061884393453841724,0.8409090909090909,58.333333333333336,23.809523809523807,6.559016671403276
7.0,7,60-65%,0.6245331784667764,127,63.77952755905512,82.67716535433071,74.80314960629921,61.845123690247384,1.9344038688077325,0.1177366873414484,0.7165354330708661,58.69565217391305,23.91304347826087,12.769406779996794
7.5,7,50-55%,0.5231091405445047,544,56.43382352941176,76.65441176470588,74.81617647058823,57.349899978373706,-0.9160764489619444,-0.04988869473721235,0.9191176470588235,54.85232067510548,27.42616033755274,6.67959007838471
7.5,7,55-60%,0.5741877077848376,512,55.2734375,74.21875,74.609375,55.3741455078125,-0.1007080078125,-0.005289587496984111,0.91015625,51.52838427947598,26.200873362445414,5.931255065549469
7.5,7,60-65%,0.6223500169966041,312,51.92307692307693,75.0,70.83333333333334,53.125,-1.2019230769230727,-0.06106801431057286,0.8942307692307693,53.333333333333336,20.0,2.271016731322779
7.5,7,65-70%,0.6716788657374662,182,50.0,74.17582417582418,65.93406593406593,48.90713681922473,1.0928631807752665,0.052687341993481664,1.0769230769230769,51.64835164835166,30.76923076923077,6.243321488103895
8.0,7,50-55%,0.5228105268760499,790,56.32911392405063,74.68354430379746,74.0506329113924,55.30363723762217,1.0254766864284615,0.05380022683489634,0.8924050632911392,54.20289855072464,28.985507246376812,1.8508811840411192
8.0,7,55-60%,0.572632248584316,694,58.64553314121037,74.92795389048992,76.80115273775216,57.54553231070768,1.1000008305026898,0.060125557386470276,0.9135446685878963,57.491289198606275,31.70731707317073,4.9434116576987845
8.0,7,60-65%,0.6233307875910687,401,55.36159600997507,73.06733167082294,75.31172069825436,55.02826474959732,0.33333126037774496,0.01742601297224099,0.9750623441396509,56.424581005586596,32.960893854748605,3.1552344032440858
8.0,7,65-70%,0.6716239238671528,186,56.451612903225815,75.80645161290323,73.11827956989248,55.42837322233785,1.0232396808879662,0.0538930785279972,0.8709677419354839,49.382716049382715,24.691358024691358,8.388842160618395
8.5,7,50-55%,0.5224525966397982,1051,55.66127497621313,75.2616555661275,74.40532825880113,55.998681876985444,-0.33740690077231905,-0.017918636545046312,0.917221693625119,56.22317596566524,27.253218884120173,2.4760726176290127
8.5,7,55-60%,0.5744341921499113,913,57.283680175246445,75.46549835706462,75.35596933187296,56.8677577980947,0.41592237715174507,0.022430282499370548,0.8740416210295728,51.53846153846153,26.153846153846157,2.696646386500449
8.5,7,60-65%,0.623079032973087,540,55.18518518518518,74.25925925925925,72.5925925925926,53.906721536351164,1.2784636488340162,0.06555750640176113,0.9888888888888889,59.50413223140496,30.165289256198346,6.888931808765146
8.5,7,65-70%,0.6705651906299829,257,49.80544747081712,76.65369649805449,66.9260700389105,51.301306605701825,-1.4958591348847028,-0.07515787977027533,1.0817120622568093,54.263565891472865,27.906976744186046,10.983494797620533
9.0,7,50-55%,0.5224526174569737,662,52.26586102719033,71.45015105740181,74.47129909365559,53.20985569682642,-0.9439946696360946,-0.04793549721584042,1.0377643504531722,55.69620253164557,29.11392405063291,5.3155386497791834
9.0,7,55-60%,0.5726860167162006,582,50.34364261168385,70.27491408934708,71.1340206185567,49.98937187798916,0.3542707336946893,0.017105734580489022,1.0910652920962198,55.36332179930796,33.21799307958477,2.511412547189413
9.0,7,60-65%,0.6225784305894491,353,52.97450424929179,73.93767705382436,71.10481586402267,52.57324912325755,0.40125512603423896,0.02016595948734133,1.1473087818696883,61.44578313253012,36.144578313253014,9.923576733868334
9.0,7,65-70%,0.6701180590294172,182,51.098901098901095,72.52747252747253,69.78021978021978,50.609829730708846,0.48907136819225094,0.023859417768034283,1.0604395604395604,50.56179775280899,28.08988764044944,6.12120792129928
9.5,7,50-55%,0.5229071572822487,330,49.3939393939394,70.3030303030303,70.60606060606061,49.63820018365473,-0.24426078971533371,-0.011734397039011996,1.112121212121212,54.49101796407185,29.94011976047904,3.006768174453666
9.5,7,55-60%,0.5734243450510202,283,54.416961130742045,74.55830388692578,71.37809187279152,53.21829464720498,1.1986664835370697,0.06088994237011771,1.0212014134275618,62.7906976744186,31.782945736434108,6.991107642513842
9.5,7,60-65%,0.6234547965356626,167,55.08982035928144,74.8502994011976,73.05389221556887,54.68105704758148,0.4087633116999556,0.021234352736630248,0.8922155688622755,49.333333333333336,25.333333333333336,3.9134922318767265
7.0,8,50-55%,0.5222439886490474,219,59.3607305936073,76.71232876712328,77.1689497716895,59.198098454994685,0.16263213861261727,0.009166984970282073,0.771689497716895,48.31460674157304,22.47191011235955,9.420411198475596
7.0,8,55-60%,0.5738286841291543,220,55.00000000000001,75.45454545454545,72.27272727272728,54.533057851239676,0.4669421487603298,0.02423784676908324,0.8363636363636363,49.494949494949495,21.21212121212121,3.8348846690624274
7.0,8,60-65%,0.6245331784667764,127,51.96850393700787,74.80314960629921,69.29133858267717,51.83210366420733,0.1364002728005409,0.0068110214722372645,0.8818897637795275,47.540983606557376,21.311475409836063,16.987332584621345
7.5,8,50-55%,0.5230971598197773,542,57.01107011070111,75.46125461254613,75.09225092250922,56.66555466292671,0.3455154477744027,0.01856583467807156,0.9169741697416974,51.072961373390555,30.90128755364807,6.957542294456587
7.5,8,55-60%,0.5742322216655975,511,56.75146771037182,76.71232876712328,75.34246575342466,57.796960030024394,-1.0454923196525745,-0.05738924291440625,0.8747553816046967,54.75113122171946,22.624434389140273,3.251238715497854
7.5,8,60-65%,0.6223500169966041,312,54.48717948717948,76.6025641025641,70.83333333333334,54.260149572649574,0.22702991452990817,0.011798181152150552,1.0128205128205128,57.04225352112676,28.87323943661972,9.071037202819547
7.5,8,65-70%,0.6716788657374662,182,60.98901098901099,82.96703296703298,75.27472527472527,62.45320613452482,-1.4641951455138247,-0.0902829783430851,0.6868131868131868,42.25352112676056,18.30985915492958,7.442429927443488
8.0,8,50-55%,0.5228105268760499,790,54.177215189873415,73.29113924050633,73.67088607594937,53.99423169363884,0.18298349623457888,0.009390580383196161,1.0265822784810126,59.94475138121547,30.386740331491712,5.538098263954082
8.0,8,55-60%,0.5726475277372222,693,55.55555555555556,74.02597402597402,75.6132756132756,55.97346376567156,-0.41790821011600254,-0.02219440167170225,0.8888888888888888,51.94805194805194,25.97402597402597,4.510630375853739
8.0,8,60-65%,0.6233307875910687,401,55.61097256857855,75.06234413965088,74.3142144638404,55.781991405526085,-0.17101883694753406,-0.009047377293723834,0.970074812967581,58.98876404494382,27.52808988764045,6.2702767829075325
8.0,8,65-70%,0.6716239238671528,186,47.8494623655914,74.19354838709677,66.12903225806451,49.06347554630593,-1.2140131807145293,-0.05862276493977615,1.1935483870967742,60.824742268041234,34.02061855670103,6.29948434847132
8.5,8,50-55%,0.5224525966397982,1051,57.75451950523311,75.92768791627022,75.92768791627022,57.65013792310526,0.10438158212785487,0.005710917610231162,0.9134157944814463,56.531531531531535,28.82882882882883,3.2355564885809955
8.5,8,55-60%,0.5744341921499113,913,53.997809419496164,74.58926615553122,73.49397590361446,54.81861729502897,-0.820807875532803,-0.04271659019987026,0.9550930996714129,54.285714285714285,26.190476190476193,1.0454346523056814
8.5,8,60-65%,0.6230680815132111,538,53.3457249070632,73.23420074349443,73.97769516728626,54.176973784220785,-0.8312488771575866,-0.04279181547718472,0.9869888475836431,55.77689243027888,31.07569721115538,2.539402997760134
8.5,8,65-70%,0.6705261657669924,256,55.46875,78.125,69.53125,54.3212890625,1.1474609375,0.06030475074573859,0.96484375,63.1578947368421,24.561403508771928,8.569782773124974
9.0,8,50-55%,0.5224798493143206,661,52.193645990922846,71.10438729198184,74.13010590015129,52.70975759919986,-0.5161116082770145,-0.026000687909778844,1.1043872919818456,57.91139240506329,34.49367088607595,4.074090466276473
9.0,8,55-60%,0.5727199730977953,581,55.59380378657487,74.35456110154905,73.49397590361446,54.64612321921075,0.9476805673641175,0.049170535099955344,0.927710843373494,53.100775193798455,29.069767441860467,6.254195261467353
9.0,8,60-65%,0.6225784305894491,353,54.6742209631728,74.22096317280453,72.52124645892351,53.825967626736436,0.8482533364363665,0.043440798112912855,1.0339943342776203,57.49999999999999,35.625,4.636143768805111
9.0,8,65-70%,0.6701409129438677,181,49.171270718232044,72.37569060773481,69.61325966850829,50.383077439638605,-1.2118067214065553,-0.058925494998036204,1.0883977900552486,51.08695652173913,25.0,6.698217320330848
9.5,8,50-55%,0.5228468643294062,329,52.58358662613982,70.51671732522796,75.07598784194529,52.941122125627075,-0.3575354994872493,-0.018126990311124202,1.0699088145896656,57.05128205128205,28.846153846153843,5.63832556710509
9.5,8,55-60%,0.5734243450510202,283,51.590106007067135,73.85159010600707,71.37809187279152,52.713855835383136,-1.1237498283160008,-0.056576400371095896,1.0318021201413428,58.3941605839416,28.467153284671532,5.834294916012039
9.5,8,60-65%,0.6234547965356626,167,53.293413173652695,74.25149700598801,75.44910179640718,56.022087561404135,-2.7286743877514397,-0.14499812471930484,1.095808383233533,57.692307692307686,32.05128205128205,14.051717313548881
7.0,9,50-55%,0.5217179251213042,132,58.333333333333336,73.48484848484848,80.3030303030303,59.01056014692379,-0.677226813590448,-0.03857647240249825,0.8787878787878788,54.54545454545454,29.09090909090909,12.86183828810506
7.0,9,55-60%,0.573476099948198,128,50.78125,64.84375,79.6875,51.67236328125,-0.89111328125,-0.04638961763155947,1.0,52.38095238095239,23.809523809523807,4.378505049387212
7.5,9,50-55%,0.5230455545490603,314,53.82165605095541,70.38216560509554,74.20382165605095,52.226256643271526,1.595399407683884,0.07986760135274704,0.945859872611465,55.172413793103445,28.27586206896552,5.777651303711339
7.5,9,55-60%,0.5751490926804546,289,49.48096885813148,67.47404844290658,71.97231833910035,48.5626369416075,0.9183319165239845,0.043645548383593594,1.0242214532871972,55.47945205479452,23.972602739726025,7.129471044157756
7.5,9,60-65%,0.6225245409739086,146,54.794520547945204,70.54794520547945,76.02739726027397,53.635766560330275,1.1587539876149244,0.05954545272400447,0.9657534246575342,59.09090909090909,25.757575757575758,7.687504858524178
8.0,9,50-55%,0.5224245250213846,460,49.78260869565217,69.1304347826087,71.52173913043478,49.44328922495274,0.339319470699434,0.016275454123782982,1.0347826086956522,50.649350649350644,25.108225108225106,3.3730716113898653
8.0,9,55-60%,0.5726763475994201,403,48.635235732009924,65.50868486352357,74.93796526054591,49.09087550566779,-0.4556397736578621,-0.02211862867505513,1.0818858560794045,54.106280193236714,28.019323671497588,2.0681645393620123
8.0,9,60-65%,0.6224871921172569,220,52.27272727272727,71.36363636363636,72.72727272727273,51.90082644628099,0.37190082644628086,0.018472121975124656,1.0,51.42857142857142,25.71428571428571,3.923592983020243
8.5,9,50-55%,0.5224241545581112,618,50.161812297734635,66.8284789644013,72.81553398058253,48.66151380903007,1.50029848870456,0.07162122879395744,1.0760517799352751,57.467532467532465,29.545454545454547,4.393427596999719
8.5,9,55-60%,0.5745345647694066,517,54.35203094777563,69.82591876208897,78.72340425531915,54.969340302070044,-0.6173093542944152,-0.03286052493805729,0.9574468085106383,52.118644067796616,32.6271186440678,2.022350786376547
8.5,9,60-65%,0.6229873578172321,287,52.613240418118465,70.03484320557492,74.21602787456446,51.977078755357,0.6361616627614697,0.03174522218618114,0.9930313588850174,53.67647058823529,29.411764705882355,3.7172544674830563
9.0,9,50-55%,0.522461105484304,361,51.8005540166205,67.31301939058172,74.79224376731301,50.34491754974256,1.455636466877941,0.07146947834412821,1.0831024930747923,50.0,30.45977011494253,2.2971704402161364
9.0,9,55-60%,0.5727720819393224,339,49.852507374631266,66.96165191740413,74.04129793510324,49.57927619843196,0.27323117619930115,0.013250415940788669,1.1002949852507375,53.529411764705884,30.0,6.287922727421927
9.0,9,60-65%,0.6230691717059157,193,46.63212435233161,64.76683937823834,73.57512953367875,47.65228596740852,-1.0201616150769088,-0.04843339064900795,1.0569948186528497,55.33980582524271,22.330097087378643,8.382754948348731
9.5,9,50-55%,0.5247937864489026,208,45.67307692307692,63.46153846153846,72.11538461538461,45.765532544378694,-0.09245562130177354,-0.00428160504298573,1.0817307692307692,52.21238938053098,27.43362831858407,6.639528406847757
9.5,9,55-60%,0.5728362686983325,166,49.39759036144578,65.66265060240963,78.3132530120482,51.42255770068223,-2.024967339236455,-0.1034809949192371,1.0783132530120483,52.38095238095239,32.142857142857146,15.761172666151277
