pregame_total,inning,favorite_strength_bucket,mean_favorite_novig_prob,n,under_pct,top_zero_pct,bottom_zero_pct,independence_p0_pct,joint_zero_dependence_pp,top_bottom_scoring_phi,mean_runs,multi_run_given_score_pct,threeplus_given_score_pct,season_under_sd_pp
9.5,1,50-55%,0.5229071572822487,330,45.151515151515156,67.27272727272727,66.96969696969697,45.05234159779614,0.09917355371901193,0.004493926910050565,1.2393939393939395,55.80110497237569,34.25414364640884,5.3050068900499525
9.5,1,55-60%,0.5734233781382506,284,48.943661971830984,70.4225352112676,69.71830985915493,49.09740130926403,-0.1537393374330398,-0.007331371443146166,1.176056338028169,57.931034482758626,31.724137931034484,3.193682751885053
9.5,1,60-65%,0.6233701622375828,168,44.642857142857146,75.59523809523809,58.333333333333336,44.09722222222223,0.5456349206349187,0.025767060320672976,1.1904761904761905,56.98924731182796,29.03225806451613,6.677082410512422
7.0,2,50-55%,0.5221921261378533,220,62.272727272727266,80.9090909090909,76.81818181818181,62.15289256198348,0.1198347107437936,0.00722545011286997,0.6545454545454545,45.78313253012048,19.27710843373494,4.780018895410337
7.0,2,55-60%,0.5738164094215192,221,64.70588235294117,83.2579185520362,77.82805429864254,64.79801805859832,-0.09213570565713702,-0.0059407390579413735,0.6832579185520362,52.56410256410257,25.64102564102564,3.455232024594973
7.0,2,60-65%,0.6245331784667764,127,65.35433070866141,83.46456692913385,77.95275590551181,65.06293012586025,0.2914005828011712,0.018920763834659193,0.7086614173228346,50.0,27.27272727272727,13.450798155961358
7.5,2,50-55%,0.5230866177842145,545,60.366972477064216,78.53211009174312,77.61467889908256,60.95244508038044,-0.5854726033162283,-0.034208550117441776,0.7853211009174312,48.61111111111111,23.61111111111111,3.041539626435143
7.5,2,55-60%,0.5741877077848376,512,54.296875,76.953125,72.4609375,55.760955810546875,-1.464080810546875,-0.07782503858934199,0.87109375,44.871794871794876,20.085470085470085,1.1661573212839536
7.5,2,60-65%,0.6223500169966041,312,58.65384615384615,79.8076923076923,73.71794871794873,58.83259368836292,-0.1787475345167655,-0.010115991501219035,0.8493589743589743,53.48837209302325,26.356589147286826,5.818731166934693
7.5,2,65-70%,0.6716788657374662,182,62.08791208791209,78.02197802197803,78.02197802197803,60.874290544620216,1.2136215432918762,0.07077464788732399,0.7637362637362637,56.52173913043478,27.536231884057973,8.821510719734151
8.0,2,50-55%,0.5227995417342518,792,58.080808080808076,74.87373737373737,76.38888888888889,57.195216049382715,0.885592031425364,0.048076372093406546,0.9040404040404041,51.204819277108435,30.72289156626506,3.6333468633439088
8.0,2,55-60%,0.572632248584316,694,56.62824207492796,74.20749279538906,76.80115273775216,56.992209884643174,-0.3639678097152155,-0.01970948350447003,0.877521613832853,53.820598006644516,24.58471760797342,2.3691740229133234
8.0,2,60-65%,0.6233307875910687,401,59.85037406483791,79.80049875311721,73.56608478802993,58.70610257398897,1.144271490848936,0.0646303315431411,0.7830423940149626,53.41614906832298,25.465838509316768,6.511362359794692
