pregame_total,inning,n,under_pct,top_zero_pct,bottom_zero_pct,independence_p0_pct,joint_zero_dependence_pp,top_bottom_scoring_phi,mean_runs,multi_run_given_score_pct,threeplus_given_score_pct,season_under_sd_pp,clean_i1_i8,target_cell
9.0,5,1839,51.22349102773246,72.5394235997825,71.56063077759653,51.90966909043707,-0.6861780627046121,-0.03407986729539524,1.0076128330614464,53.17725752508361,26.755852842809364,1.707646184919833,True,False
9.5,5,875,47.65714285714286,69.71428571428572,69.6,48.521142857142856,-0.8639999999999981,-0.0408782720312829,1.1577142857142857,60.480349344978166,32.751091703056765,2.279583923216873,True,False
10.0,5,261,45.593869731800766,68.19923371647509,68.96551724137932,47.033954287224205,-1.4400845554234376,-0.06684073210217159,1.2298850574712643,56.33802816901409,31.690140845070424,6.609540235843096,True,False
10.5,5,186,41.935483870967744,60.215053763440864,71.50537634408603,43.05700080934212,-1.1215169383743784,-0.05076251129244551,1.2204301075268817,51.85185185185185,25.925925925925924,4.946077248445289,True,False
11.0,5,124,48.38709677419355,64.51612903225806,73.38709677419355,47.346514047866805,1.0405827263267442,0.04921199654188772,1.282258064516129,70.3125,43.75,18.693650294666362,True,False
11.5,5,103,50.48543689320388,68.93203883495146,73.7864077669903,50.86247525685739,-0.3770383636535035,-0.018525381041829308,1.1844660194174756,60.78431372549019,37.254901960784316,12.569471120707524,True,False
6.5,6,149,53.691275167785236,75.16778523489933,71.14093959731544,53.47506869059953,0.21620647718570973,0.011044452801681924,1.0604026845637584,53.62318840579711,33.33333333333333,13.958101776973034,True,False
7.0,6,655,57.25190839694656,78.16793893129771,73.74045801526718,57.641396189033266,-0.3894877920867068,-0.021425731680763456,0.8427480916030534,49.28571428571429,23.92857142857143,3.7660837368200166,True,False
7.5,6,1611,55.92799503414029,75.66728739913098,73.9292364990689,55.9402478537337,-0.012252819593416842,-0.0006504317126892303,0.9199255121042831,56.61971830985916,28.591549295774648,2.36153866021544,True,False
8.0,6,2144,54.1044776119403,74.67350746268657,71.96828358208955,53.74124161143909,0.3632360005012103,0.018596134017917012,0.9505597014925373,53.963414634146346,27.84552845528455,3.234287509037465,True,False
8.5,6,2869,52.21331474381318,72.88253746950157,71.52317880794702,52.12790759408059,0.0854071497325859,0.004256854475077927,1.0400836528407111,56.74690007293947,29.61342086068563,1.936741177420092,True,True
9.0,6,1837,52.15024496461622,71.91072400653239,71.20304844855742,51.20262765407967,0.9476173105365526,0.04656325484235623,1.0288513881328252,56.42775881683731,29.806598407280998,2.900505047637619,True,True
9.5,6,874,47.368421052631575,69.79405034324942,68.53546910755148,47.833679811906634,-0.4652587592750612,-0.021820805810982093,1.1224256292906178,54.565217391304344,30.434782608695656,5.442880057995217,True,False
10.0,6,260,46.92307692307692,72.3076923076923,65.0,47.0,-0.07692307692307998,-0.0036040775090863887,1.2807692307692307,58.69565217391305,37.68115942028986,6.497055981431873,True,False
10.5,6,186,44.623655913978496,69.35483870967742,66.12903225806451,45.863683662851194,-1.2400277488727018,-0.05683320903184289,1.2419354838709677,61.165048543689316,33.00970873786408,6.041693992051933,True,False
11.0,6,124,47.58064516129033,66.12903225806451,69.35483870967742,45.863683662851194,1.716961498439129,0.07869213558255149,1.153225806451613,56.92307692307692,38.46153846153847,11.364367723774802,True,False
11.5,6,103,41.74757281553398,63.10679611650486,65.0485436893204,41.05005184277501,0.6975209727589693,0.03031758412823683,1.4271844660194175,56.666666666666664,28.333333333333332,10.64097719560109,True,False
