pregame_total,inning,season,n,mean_runs,p0_under_pct,poisson_zero_residual_pp,nb_zero_residual_pp
7.0,9,2023,96,0.5520833333333334,68.75,11.175091719895313,3.5349394518746746
7.0,9,2024,86,0.5,77.90697674418605,17.25391077292271,1.9234081790267976
7.0,9,2025,82,0.5853658536585366,69.51219512195121,13.821987134561752,-1.7278488817250026
7.5,1,2021,269,0.9219330855018587,53.159851301115246,13.384909918985805,1.1093571996171225
7.5,1,2022,478,0.9205020920502092,51.88284518828452,12.050945381650946,1.0193707556239273
7.5,1,2023,275,0.8218181818181818,54.90909090909091,10.945931186608181,2.0777004078857297
7.5,1,2024,366,0.8469945355191257,58.7431693989071,15.87302493280493,2.5956037660651576
7.5,1,2025,224,0.90625,54.91071428571429,14.507061919380082,-0.2384731021226938
7.5,2,2021,269,0.8550185873605948,58.36431226765799,15.836783641286829,2.1087012201292277
7.5,2,2022,478,0.7343096234309623,59.41422594142259,11.430564680852907,1.0902111558312555
7.5,2,2023,275,0.8872727272727273,56.72727272727273,15.549547566412436,0.4075576111993495
7.5,2,2024,366,0.9371584699453552,55.73770491803278,16.563765457086628,-1.2390644113450144
7.5,2,2025,224,0.7410714285714286,60.26785714285714,12.607557563258059,0.940684072321385
7.5,3,2021,269,0.7955390334572491,57.249070631970255,12.115282319812582,-0.41949614411330716
7.5,3,2022,478,0.9079497907949791,55.02092050209205,14.685887556282212,1.0127835396739338
7.5,3,2023,275,1.0727272727272728,52.0,17.792568586345354,3.7765680142512084
7.5,3,2024,366,0.8743169398907104,55.46448087431693,13.74979499779066,3.1280306153155135
7.5,3,2025,224,0.8392857142857143,58.92857142857143,15.726671604058067,3.733798013638223
7.5,4,2021,269,0.9553903345724907,54.27509293680297,15.808896098760167,2.653838801042452
7.5,4,2022,478,0.8430962343096234,58.36820083682008,15.330609467515565,1.1780022446692295
7.5,4,2023,275,1.0363636363636364,52.36363636363637,16.889405219937547,1.1689895587985277
7.5,4,2024,366,0.9043715846994536,57.650273224043715,17.170654693240657,2.261832031610267
7.5,4,2025,224,0.9107142857142857,54.46428571428571,14.240604775179566,3.736208660862461
7.5,5,2021,269,0.724907063197026,62.45353159851301,14.016573336104637,1.0574671094937815
7.5,5,2022,478,0.9769874476987448,56.27615062761506,18.63180583361767,2.329864257659575
7.5,5,2023,275,1.0,60.0,23.212055882855765,4.975337425387516
7.5,5,2024,366,1.0437158469945356,51.91256830601093,16.698194747251417,1.9378248196799452
7.5,5,2025,224,0.9910714285714286,50.0,12.88212136599049,2.707405158829185
7.5,6,2021,269,0.966542750929368,54.27509293680297,16.235503866189866,1.5259862447552064
7.5,6,2022,477,0.9266247379454927,55.55555555555556,15.966787303050427,1.7841454271140256
7.5,6,2023,275,0.9418181818181818,58.909090909090914,19.917266088560382,4.485149495643359
