n,mean_runs,variance,p0_pct,p1_pct,p2plus_pct,mean_runs_given_score,multi_run_given_score_pct,poisson_p0_pct,poisson_residual_pp,nb_p0_pct,nb_residual_pp,pregame_total,inning,half,clean_i1_i8,target_cell,seasons,season_p0_sd_pp,season_nb_residual_mean_pp,season_nb_residual_sd_pp
2871,0.4106583072100313,0.8741581379091892,76.66318355973529,13.444792755137582,9.892023685127134,1.7597014925373133,42.38805970149254,66.3213508162683,10.341832743466972,75.96619048816181,0.6969930715734707,8.5,2,top,True,False,5,1.2172878947902996,0.6867511663730341,0.41370320386903625
1839,0.44861337683523655,0.9776354538144342,75.69331158238172,12.887438825448614,11.419249592169658,1.8456375838926173,46.97986577181208,63.851291486215665,11.842020096166062,74.35324949761907,1.3400620847626499,9.0,2,top,True,False,5,2.07403116084371,1.4002434510711148,0.9532515336036185
875,0.5211428571428571,1.2750101340307292,74.05714285714285,12.571428571428573,13.37142857142857,2.0088105726872247,51.541850220264315,59.38414840258226,14.672994454560595,72.44654166071616,1.6106011964266864,9.5,2,top,True,False,5,2.8334397547545023,1.5031097340523236,1.4686749201798845
655,0.42748091603053434,1.0218736139318811,77.70992366412214,11.450381679389313,10.839694656488549,1.917808219178082,48.63013698630137,65.21498474851607,12.494938915606069,76.49623658400401,1.213687080118131,7.0,2,bottom,True,False,5,3.3958226345043347,1.0149724528182436,1.8266235406290952
1612,0.45471464019851116,0.9321503219953391,74.81389578163771,13.709677419354838,11.476426799007445,1.8054187192118227,45.566502463054185,63.46290397284918,11.350991808788535,73.28079899791867,1.5330967837190568,7.5,2,bottom,True,False,5,3.0870384021375026,1.6258971929340316,0.5750047556891851
2146,0.45200372786579684,0.9620309482378449,75.16309412861138,13.69990680335508,11.136999068033552,1.8198874296435272,44.8405253283302,63.635179748656476,11.527914379954895,73.89082127026894,1.272272858342427,8.0,2,bottom,True,False,5,1.50452490153881,1.2136075897988086,0.6858551114604284
2871,0.48589341692789967,1.0359507607615264,73.84186694531523,13.758272378962033,12.399860675722744,1.8575233022636484,47.4034620505992,61.514736811591895,12.32713013372333,72.25621251805077,1.585654427264449,8.5,2,bottom,True,False,5,2.3163271377317747,1.7173142995228965,0.5709483282447391
1839,0.45568243610657966,0.9532851569873156,74.49700924415443,14.301250679717237,11.201740076128331,1.7867803837953091,43.923240938166316,63.401514545080204,11.095494699074226,73.49065264598323,1.0063565981711986,9.0,2,bottom,True,False,5,3.026541513939697,1.1086513705358536,0.9977393334939212
875,0.5714285714285714,1.3206930369401768,71.42857142857143,13.257142857142856,15.314285714285713,2.0,53.6,56.47181220077593,14.956759227795501,69.41254901154265,2.0160224170287733,9.5,2,bottom,True,False,5,2.8885196436112177,1.9345862435790817,1.1320801694909124
655,0.4076335877862595,0.7678315474939889,77.40458015267176,10.381679389312977,12.213740458015266,1.804054054054054,54.054054054054056,66.5222579850272,10.882322167644565,74.66892587088651,2.735654281785238,7.0,3,top,True,False,5,3.9149472945882406,2.8937032842525667,0.6244436607352715
