n,mean_runs,variance,p0_pct,p1_pct,p2plus_pct,mean_runs_given_score,multi_run_given_score_pct,poisson_p0_pct,poisson_residual_pp,nb_p0_pct,nb_residual_pp,pregame_total,inning,half,clean_i1_i8,target_cell,seasons,season_p0_sd_pp,season_nb_residual_mean_pp,season_nb_residual_sd_pp
651,0.46390168970814133,0.8860025995509867,72.65745007680492,15.514592933947775,11.827956989247312,1.696629213483146,43.258426966292134,62.88253714342205,9.774912933382874,71.9001480087983,0.7573020680066156,7.0,8,bottom,True,False,5,5.820847068134943,0.884466924997913,2.12019163618642
1607,0.4791537025513379,1.075374625800417,74.36216552582452,13.814561294337274,11.823273179838207,1.8689320388349515,46.116504854368934,61.93072882667512,12.431436699149401,73.24986897653068,1.1122965492938452,7.5,8,bottom,True,False,5,2.9231852814900092,1.3223220861760465,0.6682936989025359
2143,0.5062995800279981,1.1445681399017844,73.58842743817078,13.159122725151656,13.252449836677554,1.9169611307420495,50.17667844522968,60.272178104650465,13.316249333520325,72.06654507390098,1.521882364269811,8.0,8,bottom,True,False,5,2.910625487182809,1.5667131860529282,0.5868213686559691
2862,0.5027952480782669,1.1273951897991519,73.89937106918238,12.683438155136267,13.417190775681343,1.926372155287818,51.40562248995983,60.483762338230186,13.4156087309522,72.1211021276747,1.778268941507688,8.5,8,bottom,True,True,5,1.400190598276339,1.8361106074620959,0.1820577776848377
1832,0.5414847161572053,1.3210525186084394,72.92576419213974,13.100436681222707,13.973799126637553,2.0,51.61290322580645,58.18836786102458,14.73739633111516,71.50207348363608,1.4236907085036665,9.0,8,bottom,True,False,5,3.7429673910217756,1.8128787253171796,1.2262276910949825
871,0.5522388059701493,1.3693944072739752,73.47876004592423,12.169919632606199,14.351320321469574,2.0822510822510822,54.112554112554115,57.56595765310676,15.912802392817472,71.25359627975963,2.225163766164595,9.5,8,bottom,True,False,5,3.4518031058036636,2.8013029905793436,0.8087850022074671
651,0.4685099846390169,1.150929930284769,76.95852534562212,10.906298003072196,12.135176651305683,2.033333333333333,52.666666666666664,62.593422540588264,14.365102805033859,74.89445091547246,2.064074430149654,7.0,9,top,False,False,5,4.627298794042478,1.8166018686364005,1.7080783097545063
1607,0.4418170504044804,0.8681879789619047,74.48662103298071,14.312383322962042,11.20099564405725,1.7317073170731707,43.90243902439025,64.28672369986074,10.199897333119956,73.39862932464936,1.0879917083313373,7.5,9,top,False,False,5,1.2993090225587187,0.9849137080184199,0.40097633568882135
2143,0.4353709752683154,0.9126045191758457,75.4083061129258,13.99906672888474,10.592627158189453,1.7703984819734346,43.07400379506641,64.70245924281264,10.705846870113167,74.53100482284522,0.8773012900805899,8.0,9,top,False,False,5,2.0998468462349016,0.9425768469758712,0.8812086391568287
2861,0.447046487242223,0.9430865534325862,75.63788885005242,12.827682628451589,11.53442852149598,1.8350071736011477,47.34576757532281,63.951417833326154,11.686471016726275,74.02576065473565,1.6121281953167754,8.5,9,top,False,False,5,1.1486760249805086,1.593784776806182,0.5494362486749956
1830,0.49836065573770494,1.08775018150203,72.95081967213115,14.972677595628415,12.076502732240439,1.8424242424242425,44.64646464646464,60.75257877253753,12.198240899593616,71.97052210678359,0.9802975653475654,9.0,9,top,False,False,5,0.8069479987145848,0.8953729055767212,0.7712835393677692
871,0.5361653272101033,1.1041503358538867,71.06773823191733,15.958668197474168,12.973593570608497,1.8531746031746033,44.84126984126984,58.49871912962305,12.569019102294288,69.376541476482,1.6911967554353313,9.5,9,top,False,False,5,2.25059486305005,1.9146408388741976,1.1310721743412135
364,0.3269230769230769,0.6283640601822421,80.21978021978022,11.538461538461538,8.241758241758241,1.6527777777777777,41.66666666666667,72.11392131402783,8.105858905752383,79.32100651721004,0.8987737025701881,7.0,9,bottom,False,False,5,4.629403571952022,1.3141992408498182,1.0510125152636431
858,0.40792540792540793,0.6502054926792384,73.89277389277389,15.734265734265735,10.372960372960373,1.5625,39.732142857142854,66.5028482826543,7.3899256101195965,72.60045834079446,1.2923155519794283,7.5,9,bottom,False,False,5,2.0438164058798414,1.2477028360853781,0.23284211381780037
1197,0.4218880534670008,0.7558081379591677,73.51712614870509,16.875522138680033,9.60735171261487,1.5930599369085174,36.27760252365931,65.58074506547128,7.936381083233812,73.28736063087396,0.22976551783112642,8.0,9,bottom,False,False,5,1.1318903495272332,0.4284869320907192,1.2044364852491056
1547,0.40077569489334197,0.7189644690595912,75.30704589528119,14.93212669683258,9.760827407886232,1.6230366492146597,39.52879581151832,66.98002838135373,8.327017513927458,74.45247371284549,0.8545721824356978,8.5,9,bottom,False,False,5,1.6056026760843163,0.9045067193771249,0.7536794381100077
1002,0.41317365269461076,0.7062398679165145,74.45109780439122,15.269461077844312,10.27944111776447,1.6171875,40.234375,66.1547393365234,8.296358467867815,73.17815691676317,1.272940887628049,9.0,9,bottom,False,False,5,2.635600380840755,1.123990128483614,0.9993288719779239
518,0.39575289575289574,0.7192856022643257,75.2895752895753,15.637065637065636,9.073359073359073,1.6015625,36.71875,67.31730192990403,7.972273359671256,74.8839116525126,0.40566363706270314,9.5,9,bottom,False,False,5,6.364250877374553,0.5432412545546139,0.864847832564221
