n,mean_runs,variance,p0_pct,p1_pct,p2plus_pct,mean_runs_given_score,multi_run_given_score_pct,poisson_p0_pct,poisson_residual_pp,nb_p0_pct,nb_residual_pp,pregame_total,inning,half,season
526,0.5855513307984791,1.3136194097410827,70.91254752851711,13.11787072243346,15.96958174904943,2.0130718954248366,54.90196078431373,55.67987968475078,15.232667843766334,68.35147587100214,2.5610716575149683,8.5,5,top,2021
506,0.541501976284585,1.329957343560443,72.13438735177866,14.031620553359684,13.83399209486166,1.9432624113475176,49.645390070921984,58.18736353105074,13.947023820727921,71.593184671746,0.5412026800326597,8.5,5,top,2022
628,0.49203821656050956,0.9935569235770376,73.08917197452229,13.694267515923567,13.21656050955414,1.8284023668639053,49.112426035502956,61.137900058337166,11.951271916185124,71.23142316227789,1.8577488122443975,8.5,5,top,2023
733,0.49931787175989084,1.1109968018249727,73.39699863574351,14.188267394270124,12.414733969986358,1.876923076923077,46.666666666666664,60.694453254524106,12.70254538121941,72.18169934070974,1.215299295033767,8.5,5,top,2024
478,0.50418410041841,1.0303807794531725,72.80334728033473,13.179916317991633,14.01673640167364,1.853846153846154,51.53846153846153,60.39981763026161,12.40352965007312,70.80174614998982,2.001601130344899,8.5,5,top,2025
383,0.4751958224543081,0.8521318332809318,72.32375979112271,14.882506527415144,12.793733681462141,1.7169811320754718,46.22641509433962,62.17632893297244,10.147430858150274,70.47829111488996,1.8454686762327532,9.0,5,top,2021
268,0.47761194029850745,0.9695343507183187,73.50746268656717,14.17910447761194,12.313432835820896,1.8028169014084507,46.478873239436616,62.02628493013872,11.48117775642844,72.01323770861895,1.4942249779482109,9.0,5,top,2022
493,0.45030425963488846,0.8943749072379161,74.2393509127789,14.198782961460447,11.561866125760648,1.7480314960629921,44.881889763779526,63.74341766240437,10.495933250374534,73.10034900027269,1.13900191250621,9.0,5,top,2023
378,0.5105820105820106,0.8659354693837453,68.78306878306879,18.78306878306878,12.433862433862434,1.6355932203389831,39.83050847457627,60.01461857160489,8.768450211463886,67.87239165054801,0.9106771325207652,9.0,5,top,2024
317,0.4416403785488959,0.8359821107694765,73.81703470031546,15.141955835962145,11.041009463722396,1.6867469879518073,42.168674698795186,64.29808235797432,9.518952342341136,72.93382850754803,0.8832061927674273,9.0,5,top,2025
212,0.6179245283018868,1.3177814539926673,67.9245283018868,16.037735849056602,16.037735849056602,1.9264705882352942,50.0,53.9062085472132,14.018319754673591,66.15354015772911,1.7709881441576703,9.5,5,top,2021
146,0.6643835616438356,1.424515824279641,65.06849315068493,17.80821917808219,17.123287671232877,1.9019607843137254,49.01960784313725,51.45906433657562,13.609428814109314,64.21633080692499,0.8521623437599435,9.5,5,top,2022
278,0.4712230215827338,0.8782302677713424,73.38129496402878,14.388489208633093,12.23021582733813,1.7702702702702702,45.94594594594595,62.42383442623377,10.957460537795004,71.20125001204921,2.180044951979565,9.5,5,top,2023
110,0.7545454545454545,1.8933277731442872,65.45454545454545,11.818181818181818,22.727272727272727,2.1842105263157894,65.78947368421053,47.022430448122506,18.43211500642295,63.13179766267161,2.322747791873847,9.5,5,top,2024
129,0.43410852713178294,0.6850775193798451,73.64341085271317,13.178294573643413,13.178294573643413,1.6470588235294117,50.0,64.78419432420777,8.859216528505398,70.993325495675,2.650085357038179,9.5,5,top,2025
113,0.39823008849557523,0.7953539823008849,77.87610619469027,11.504424778761061,10.619469026548673,1.8,48.0,67.15075037343009,10.725355821260186,75.86263380330634,2.0134723913839303,7.0,5,bottom,2021
278,0.460431654676259,0.8341687660701764,74.10071942446042,12.949640287769784,12.949640287769784,1.7777777777777777,50.0,63.10112077730382,10.999598647156606,71.38429188736099,2.7164275370994417,7.0,5,bottom,2022
96,0.3854166666666667,0.7656798245614036,79.16666666666666,9.375,11.458333333333332,1.85,55.00000000000001,68.01671741648617,11.14994925018049,76.4792608420734,2.6874058245932586,7.0,5,bottom,2023
86,0.6395348837209303,1.480300957592339,70.93023255813954,10.465116279069768,18.6046511627907,2.2,64.0,52.753773337756115,18.17645922038342,66.47980406522612,4.450428492913416,7.0,5,bottom,2024
82,0.45121951219512196,0.8926528154170431,76.82926829268293,8.536585365853659,14.634146341463413,1.9473684210526316,63.1578947368421,63.685103026571475,13.144165266111452,73.00324466412734,3.826023628555597,7.0,5,bottom,2025
269,0.4423791821561338,1.0983465571769409,75.8364312267658,13.011152416356877,11.152416356877323,1.8307692307692307,46.15384615384615,64.25059624640497,11.585834980360833,76.23833066884409,-0.40189944207829065,7.5,5,bottom,2021
478,0.4874476987447699,1.1308693630869362,75.10460251046025,12.343096234309623,12.552301255230125,1.9579831932773109,50.42016806722689,61.419199839618386,13.685402670841862,73.28793612199533,1.816666388464916,7.5,5,bottom,2022
275,0.5054545454545455,1.192488387524884,75.63636363636364,10.181818181818182,14.181818181818182,2.074626865671642,58.2089552238806,60.32313170471094,15.313231931652693,72.67396784739874,2.962395788964889,7.5,5,bottom,2023
366,0.5765027322404371,1.3242682835541582,70.76502732240438,14.754098360655737,14.48087431693989,1.97196261682243,49.532710280373834,56.185990909185904,14.579036413218471,69.09882016054596,1.6662071618584129,7.5,5,bottom,2024
224,0.5357142857142857,0.9762972453555414,68.75,17.410714285714285,13.839285714285715,1.7142857142857142,44.285714285714285,58.525110430741236,10.224889569258766,67.64206611025668,1.1079338897433177,7.5,5,bottom,2025
363,0.6694214876033058,1.4705264599789962,65.56473829201101,17.90633608815427,16.528925619834713,1.944,48.0,51.20046931872433,14.364268973286688,64.38988036390705,1.1748579281039562,8.0,5,bottom,2021
443,0.435665914221219,0.9839739333830424,74.7178329571106,15.349887133182843,9.932279909706546,1.7232142857142858,39.285714285714285,64.68337878115729,10.034454175953321,75.42522248618894,-0.7073895290783394,8.0,5,bottom,2022
372,0.5349462365591398,1.074247166913022,71.7741935483871,13.709677419354838,14.516129032258066,1.8952380952380952,51.42857142857142,58.570077858749414,13.204115689637685,69.0763489267363,2.6978446216508023,8.0,5,bottom,2023
589,0.45161290322580644,0.9657669519420672,75.38200339558574,13.582342954159593,11.03565365025467,1.8344827586206895,44.827586206896555,63.6600548054484,11.721948590137343,73.96969334540152,1.4123100501842178,8.0,5,bottom,2024
379,0.49076517150395776,1.0177716351858832,72.29551451187335,16.094986807387862,11.609498680738787,1.7714285714285714,41.904761904761905,61.21578092218066,11.079733589692687,71.65194447977979,0.6435700320935656,8.0,5,bottom,2025
526,0.5855513307984791,1.1460003621220352,67.30038022813687,18.631178707224336,14.068441064638785,1.7906976744186047,43.02325581395349,55.67987968475078,11.620500543386104,66.3122015260979,0.9881787020389887,8.5,5,bottom,2021
505,0.5584158415841585,1.2153308187961653,71.68316831683168,13.663366336633665,14.653465346534652,1.972027972027972,51.74825174825175,57.21146666142486,14.471701655406822,69.13231897489295,2.5508493419387324,8.5,5,bottom,2022
628,0.5461783439490446,1.1222660734058654,69.42675159235668,16.719745222929934,13.853503184713375,1.7864583333333333,45.3125,57.91589326785282,11.51085832450386,68.87242131926675,0.5543302730899313,8.5,5,bottom,2023
733,0.45702592087312416,0.972535951512983,75.44338335607094,12.96043656207367,11.596180081855389,1.8611111111111112,47.22222222222222,63.316392768821274,12.126990587249665,73.6404216453231,1.8029617107478413,8.5,5,bottom,2024
478,0.4372384937238494,0.8545433014920659,73.64016736401673,16.317991631799163,10.0418410041841,1.6587301587301588,38.095238095238095,64.58173896481739,9.058428399199347,73.56625090224021,0.07391646177652422,8.5,5,bottom,2025
383,0.4516971279373368,0.8189958033163369,71.80156657963447,18.79895561357702,9.39947780678851,1.6018518518518519,33.33333333333333,63.654693281485976,8.146873298148494,71.85262156729233,-0.05105498765786143,9.0,5,bottom,2021
268,0.5298507462686567,1.0515400525462573,71.26865671641791,15.298507462686567,13.432835820895523,1.844155844155844,46.75324675324675,58.86928277227743,12.399373944140478,69.15294580254567,2.1157109138722374,9.0,5,bottom,2022
493,0.6004056795131846,1.4517884529758076,69.5740365111562,16.43002028397566,13.995943204868155,1.9733333333333334,46.0,54.858903961113505,14.715132550042686,68.80792572814319,0.7661107830129965,9.0,5,bottom,2023
378,0.5317460317460317,1.3531009220664394,72.75132275132276,15.608465608465607,11.64021164021164,1.9514563106796117,42.71844660194174,58.75781434119216,13.993508410130595,72.50401836956915,0.24730438175359915,9.0,5,bottom,2024
317,0.555205047318612,1.2857085812402667,73.18611987381703,10.410094637223976,16.40378548895899,2.070588235294118,61.1764705882353,57.3954561286026,15.790663745214427,70.1634753265118,3.022644547305231,9.0,5,bottom,2025
212,0.589622641509434,1.3236832692479654,72.16981132075472,10.377358490566039,17.452830188679243,2.1186440677966103,62.71186440677966,55.45365043148638,16.716160889268338,68.18128562442953,3.9885256963251847,9.5,5,bottom,2021
146,0.589041095890411,1.292017005196032,70.54794520547945,15.068493150684931,14.383561643835616,2.0,48.837209302325576,55.48590863785381,15.062036567625647,67.8627302739175,2.6852149315619522,9.5,5,bottom,2022
278,0.5899280575539568,1.2752772511232893,69.06474820143885,15.827338129496402,15.107913669064748,1.9069767441860466,48.837209302325576,55.436716582983394,13.628031618455461,67.60647311001445,1.4582750914243992,9.5,5,bottom,2023
110,0.509090909090909,0.8393661384487076,70.0,16.363636363636363,13.636363636363635,1.696969696969697,45.45454545454545,60.10417320977931,9.895826790220685,67.54501130172902,2.4549886982709768,9.5,5,bottom,2024
129,0.6511627906976745,1.213299418604651,65.11627906976744,17.05426356589147,17.829457364341085,1.8666666666666667,51.11111111111111,52.14390995756884,12.972369112198612,62.536303052524275,2.5799760172431685,9.5,5,bottom,2025
113,0.24778761061946902,0.6344816687737043,85.84070796460178,8.849557522123893,5.3097345132743365,1.75,37.5,78.05257010449499,7.788137860106781,86.13198790954091,-0.2912799449391379,7.0,6,top,2021
278,0.4136690647482014,0.8715814352128406,76.2589928057554,13.66906474820144,10.071942446043165,1.7424242424242424,42.42424242424242,66.12197359819496,10.13701920756045,75.69200033831982,0.5669924674355897,7.0,6,top,2022
96,0.4375,1.006578947368421,77.08333333333334,12.5,10.416666666666668,1.9090909090909092,45.45454545454545,64.5648526427892,12.51848069054413,75.55919006181891,1.524143271514422,7.0,6,top,2023
86,0.4069767441860465,0.9265389876880982,77.90697674418605,11.627906976744185,10.465116279069768,1.8421052631578947,47.368421052631575,66.56596705789725,11.341009686288794,76.93058265546313,0.9763940887229317,7.0,6,top,2024
82,0.4146341463414634,0.7148449262270402,75.60975609756098,12.195121951219512,12.195121951219512,1.7,50.0,66.05819128108577,9.55156481647521,73.20435889251317,2.40539720504781,7.0,6,top,2025
269,0.49814126394052044,0.9748099650446649,73.60594795539033,12.639405204460965,13.754646840148698,1.8873239436619718,52.112676056338024,60.76590885217963,12.84003910321071,70.50428280753759,3.10166514785275,7.5,6,top,2021
477,0.4360587002096436,0.8010499797403239,74.63312368972747,13.836477987421384,11.530398322851152,1.71900826446281,45.45454545454545,64.65797704533762,9.975146644389843,72.84602578668236,1.7870979030451095,7.5,6,top,2022
275,0.39636363636363636,0.8605706702057068,78.54545454545455,10.909090909090908,10.545454545454545,1.847457627118644,49.152542372881356,67.27620107206903,11.26925347338551,76.92211747354129,1.6233370719132445,7.5,6,top,2023
366,0.43989071038251365,0.8881577962422339,76.22950819672131,11.748633879781421,12.021857923497267,1.8505747126436782,50.57471264367817,64.41068114236455,11.818827054356762,73.83761305746556,2.391895139255751,7.5,6,top,2024
224,0.42857142857142855,0.8737988468930175,75.89285714285714,13.392857142857142,10.714285714285714,1.7777777777777777,44.44444444444444,65.14390575310556,10.748951389751582,74.53588661287662,1.3569705299805168,7.5,6,top,2025
363,0.4380165289256198,0.7772247842564266,73.00275482093664,17.079889807162534,9.917355371900827,1.6224489795918366,36.734693877551024,64.53151164035819,8.471243180578448,72.29897905121076,0.7037757697258784,8.0,6,top,2021
443,0.45598194130925507,1.017854406912965,77.42663656884876,9.706546275395034,12.866817155756207,2.02,56.99999999999999,63.38252830499722,14.044108263851541,74.29341981299008,3.133216755858681,8.0,6,top,2022
372,0.44623655913978494,0.8084224560183173,72.58064516129032,17.20430107526882,10.21505376344086,1.6274509803921569,37.254901960784316,64.0032348650226,8.577410296267718,72.12956205278958,0.4510831085007383,8.0,6,top,2023
588,0.45068027210884354,0.9191988550104879,75.0,12.925170068027212,12.074829931972788,1.8027210884353742,48.29931972789115,63.71945384785972,11.28054615214028,73.41883115794894,1.5811688420510617,8.0,6,top,2024
379,0.45118733509234826,1.0048861526434085,74.40633245382587,15.8311345646438,9.762532981530343,1.7628865979381443,38.144329896907216,63.687152261645764,10.7191801921801,74.49796188316036,-0.09162942933449436,8.0,6,top,2025
526,0.5038022813688213,1.096175991309071,73.57414448669202,12.737642585551331,13.688212927756654,1.9064748201438848,51.798561151079134,60.42288383450239,13.151260652189622,71.67018706254522,1.903957424146796,8.5,6,top,2021
505,0.46732673267326735,0.9121247839069622,74.65346534653466,12.673267326732674,12.673267326732674,1.84375,50.0,62.66753016620282,11.98593518033183,72.01087877619786,2.6425865703367912,8.5,6,top,2022
627,0.5311004784688995,1.1887277007505694,72.40829346092504,13.875598086124402,13.716108452950559,1.9248554913294798,49.71098265895954,58.79575788676963,13.612535574155416,70.78143813195015,1.6268553289748855,8.5,6,top,2023
733,0.47885402455661663,1.0121888488806388,73.39699863574351,14.733969986357435,11.869031377899045,1.8,44.61538461538462,61.949290884482735,11.447707751260783,72.48445447951076,0.912544156232753,8.5,6,top,2024
478,0.5690376569037657,1.319123180968922,70.0836820083682,16.317991631799163,13.598326359832635,1.902097902097902,45.45454545454545,56.60699301529887,13.476688993069331,69.561848271839,0.5218337365291981,8.5,6,top,2025
383,0.5404699738903395,1.0657662706929314,69.71279373368147,16.971279373368144,13.315926892950392,1.7844827586206897,43.96551724137931,58.247444025804555,11.465349707876914,68.55146954437409,1.1613241893073778,9.0,6,top,2021
268,0.44029850746268656,0.6218905472636815,70.52238805970148,18.65671641791045,10.820895522388058,1.4936708860759493,36.708860759493675,64.38442000963329,6.137968050068199,69.16709582701796,1.3552922326835248,9.0,6,top,2022
493,0.49290060851926976,0.8073681953858078,70.79107505070994,15.212981744421908,13.995943204868155,1.6875,47.91666666666667,61.08519795315354,9.705877097556403,68.30096829675792,2.490106753952026,9.0,6,top,2023
378,0.48148148148148145,0.8975341389134492,72.22222222222221,14.814814814814813,12.962962962962962,1.7333333333333334,46.666666666666664,61.78673543839127,10.43548678383095,70.67949255404457,1.5427296681776559,9.0,6,top,2024
317,0.4384858044164038,1.2216787126143036,77.28706624605678,12.933753943217665,9.779179810725552,1.9305555555555556,43.05555555555556,64.50123568799894,12.785830558057832,77.75967653964805,-0.47261029359126905,9.0,6,top,2025
211,0.5071090047393365,1.0035206499661475,72.98578199052133,12.322274881516588,14.691943127962084,1.8771929824561404,54.385964912280706,60.22341205317243,12.762369937348893,70.21678177862327,2.769000211898054,9.5,6,top,2021
146,0.6917808219178082,1.2353802550779402,63.6986301369863,16.43835616438356,19.863013698630137,1.9056603773584906,54.71698113207547,50.068364626770126,13.630265510216176,60.020307121963015,3.678323015023288,9.5,6,top,2022
278,0.5935251798561151,1.3468171311326387,68.70503597122301,17.62589928057554,13.66906474820144,1.896551724137931,43.67816091954023,55.23766215959235,13.467373811630667,68.16790128903276,0.5371346821902545,9.5,6,top,2023
110,0.6181818181818182,1.2106755629691408,69.0909090909091,12.727272727272727,18.181818181818183,2.0,58.82352941176471,53.892340809379334,15.198568281529756,64.82191133816141,4.268997752747672,9.5,6,top,2024
129,0.40310077519379844,0.6643653100775193,74.4186046511628,15.503875968992247,10.077519379844961,1.5757575757575757,39.39393939393939,66.82447534356875,7.594129307594033,73.28982779259844,1.1287768585643398,9.5,6,top,2025
113,0.5575221238938053,1.641750948166877,70.79646017699115,17.699115044247787,11.504424778761061,1.9090909090909092,39.39393939393939,57.26262041637425,13.533839760616907,73.37233057386483,-2.5758703968736807,7.0,6,bottom,2021
278,0.35611510791366907,0.6777783549333818,78.41726618705036,13.309352517985612,8.273381294964029,1.65,38.333333333333336,70.0391994933749,8.378066693675468,77.59008878029638,0.8271774067539761,7.0,6,bottom,2022
96,0.4791666666666667,0.7574561403508772,69.79166666666666,18.75,11.458333333333332,1.5862068965517242,37.93103448275862,61.929925954768485,7.86174071189818,68.53667409789432,1.2549925687723396,7.0,6,bottom,2023
86,0.5465116279069767,1.0036935704514365,69.76744186046511,16.27906976744186,13.953488372093023,1.8076923076923077,46.15384615384615,57.89659404595652,11.8708478145086,67.22469233055376,2.542749529911359,7.0,6,bottom,2024
82,0.524390243902439,1.091990364348088,70.73170731707317,15.853658536585366,13.414634146341465,1.7916666666666667,45.83333333333333,59.191617885051905,11.540089432021261,70.09148447855415,0.6402228385190112,7.0,6,bottom,2025
269,0.4684014869888476,1.1006769128336016,74.34944237918215,13.011152416356877,12.639405204460965,1.826086956521739,49.275362318840585,62.600214148280045,11.749228230902109,74.34441431835504,0.005028060827116931,7.5,6,bottom,2021
477,0.49056603773584906,1.1916124940542254,73.79454926624737,14.675052410901468,11.530398322851152,1.872,44.0,61.227972265117145,12.56657700113023,73.73727697057336,0.057272295674015705,7.5,6,bottom,2022
275,0.5454545454545454,1.2342402123424019,73.81818181818181,10.545454545454545,15.636363636363637,2.0833333333333335,59.72222222222222,57.95782787848095,15.860353939700866,70.27695303629726,3.5412287818845534,7.5,6,bottom,2023
366,0.48633879781420764,0.9792649150385508,71.31147540983606,17.48633879781421,11.202185792349727,1.6952380952380952,39.04761904761905,61.48734542384281,9.824129985993258,71.47388177913967,-0.16240636930360264,7.5,6,bottom,2024
224,0.38392857142857145,0.7129244074311338,78.125,11.160714285714286,10.714285714285714,1.7551020408163265,48.97959183673469,68.11800811619672,10.006991883803284,75.78298634672849,2.342013653271513,7.5,6,bottom,2025
363,0.4931129476584022,0.9743999512959833,72.72727272727273,14.87603305785124,12.396694214876034,1.8080808080808082,45.45454545454545,61.072228551810916,11.655044175461814,70.88555531667753,1.8417174105952006,8.0,6,bottom,2021
443,0.46952595936794583,0.9600420824693828,72.00902934537245,16.478555304740404,11.512415349887133,1.6774193548387097,41.12903225806452,62.5298614987633,9.47916784660915,72.50901695361324,-0.4999876082407817,8.0,6,bottom,2022
372,0.5752688172043011,1.0697910326638267,67.47311827956989,18.010752688172044,14.516129032258066,1.7685950413223142,44.62809917355372,56.25536243867383,11.21775584089606,66.02352870667592,1.4495895728939723,8.0,6,bottom,2023
588,0.477891156462585,0.9790674361737881,73.80952380952381,13.945578231292515,12.244897959183673,1.8246753246753247,46.75324675324675,62.00896860639978,11.80055520312403,72.1208260594473,1.6886977500765177,8.0,6,bottom,2024
378,0.5132275132275133,1.0780739056601123,72.75132275132276,14.550264550264549,12.698412698412698,1.883495145631068,46.601941747572816,59.85605956601462,12.895263185308137,70.7432768923242,2.008045858998553,8.0,6,bottom,2025
526,0.5437262357414449,1.040941517291327,69.3916349809886,16.53992395437262,14.068441064638785,1.7763975155279503,45.962732919254655,58.05808356683777,11.333551414150822,67.96711250353215,1.4245224774564358,8.5,6,bottom,2021
505,0.5069306930693069,1.182987584472733,73.66336633663366,13.663366336633665,12.673267326732674,1.9248120300751879,48.1203007518797,60.234151547810676,13.429214788822986,72.46128238513417,1.2020839514994885,8.5,6,bottom,2022
627,0.47368421052631576,0.933411804271061,72.88676236044657,15.311004784688995,11.802232854864434,1.7470588235294118,43.529411764705884,62.27038648477501,10.616375875671558,71.81643012773151,1.0703322327150544,8.5,6,bottom,2023
733,0.5852660300136425,1.431585892246103,71.48703956343793,13.506139154160982,15.006821282401091,2.0526315789473686,52.63157894736842,55.69576746441468,15.791272099023246,69.62648976207367,1.860549801364253,8.5,6,bottom,2024
478,0.5418410041841004,1.0370297272878783,69.8744769874477,16.527196652719663,13.598326359832635,1.7986111111111112,45.13888888888889,58.16763973506195,11.70683725238575,68.05394108224309,1.8205359052046122,8.5,6,bottom,2025
382,0.581151832460733,1.1469404020832474,67.5392670157068,19.10994764397906,13.350785340314136,1.7903225806451613,41.12903225806452,55.92538287231451,11.613884143392294,66.64307205862924,0.8961949570775674,9.0,6,bottom,2021
267,0.5543071161048689,0.9697840105882682,67.79026217228464,17.60299625468165,14.606741573033707,1.7209302325581395,45.348837209302324,57.44701644553214,10.343245726752503,66.12272245422129,1.6675397180633489,9.0,6,bottom,2022
493,0.48073022312373226,1.1810303599993404,74.64503042596348,14.198782961460447,11.156186612576064,1.896,44.0,61.83317068003513,12.811859745928356,74.33270300395999,0.31232742200349994,9.0,6,bottom,2023
378,0.49206349206349204,1.0251357837564734,73.54497354497354,13.227513227513226,13.227513227513226,1.86,50.0,61.13635478669075,12.408618758282797,71.64998073077298,1.894992814200569,9.0,6,bottom,2024
317,0.6561514195583596,1.7959509643413327,70.34700315457413,13.564668769716087,16.08832807570978,2.2127659574468086,54.25531914893617,51.88443110342051,18.462572051153614,68.3632948276321,1.9837083269420241,9.0,6,bottom,2025
211,0.5260663507109005,1.1171744527194765,70.61611374407583,17.061611374407583,12.322274881516588,1.7903225806451613,41.935483870967744,59.09248950939067,11.523624234685158,70.2857063915989,0.33040735247693576,9.5,6,bottom,2021
146,0.4863013698630137,0.7894662257912141,69.17808219178082,19.863013698630137,10.95890410958904,1.5777777777777777,35.55555555555556,61.48964681227424,7.688435379506586,68.52545496295875,0.6526272288220669,9.5,6,bottom,2022
278,0.5683453237410072,1.0259979741838299,67.26618705035972,18.345323741007196,14.388489208633093,1.7362637362637363,43.956043956043956,56.646197483518165,10.619989566841548,65.90756354612961,1.3586235042301054,9.5,6,bottom,2023
110,0.7454545454545455,1.2740617180984153,61.81818181818181,15.454545454545453,22.727272727272727,1.9523809523809523,59.523809523809526,47.45185606571276,14.366325752469056,56.92452683513118,4.893654983050633,9.5,6,bottom,2024
129,0.5116279069767442,1.1111918604651163,72.86821705426357,14.728682170542637,12.4031007751938,1.8857142857142857,45.714285714285715,59.95188231194237,12.91633474232119,71.27571299906332,1.59250405520025,9.5,6,bottom,2025
113,0.4424778761061947,1.123893805309734,78.76106194690266,8.849557522123893,12.389380530973451,2.0833333333333335,58.333333333333336,64.24425541417368,14.516806532728976,76.50359472918497,2.25746721771769,7.0,7,top,2021
278,0.38489208633093525,0.7574604576266786,76.97841726618705,13.66906474820144,9.352517985611511,1.671875,40.625,68.05240700915466,8.92601025703238,76.3994732577484,0.5789440084386532,7.0,7,top,2022
96,0.3541666666666667,0.5048245614035088,77.08333333333334,11.458333333333332,11.458333333333332,1.5454545454545454,50.0,70.175799794189,6.907533539144339,74.44565810014933,2.6376752331840114,7.0,7,top,2023
86,0.5465116279069767,1.074281805745554,69.76744186046511,15.11627906976744,15.11627906976744,1.8076923076923077,50.0,57.89659404595652,11.8708478145086,68.21694154191299,1.5505003185521282,7.0,7,top,2024
82,0.3048780487804878,0.584914182475158,82.92682926829268,8.536585365853659,8.536585365853659,1.7857142857142858,50.0,73.72132729675748,9.205501971535202,80.55210330674265,2.3747259615500282,7.0,7,top,2025
269,0.5427509293680297,1.234173001165178,71.00371747211895,15.241635687732341,13.754646840148698,1.8717948717948718,47.43589743589743,58.114735607826375,12.888981864292582,70.46877838655992,0.5349390855590386,7.5,7,top,2021
476,0.39915966386554624,0.6908624502432552,75.0,15.336134453781513,9.663865546218489,1.596638655462185,38.655462184873954,67.0883576936499,7.911642306350098,74.10888975683109,0.8911102431689133,7.5,7,top,2022
275,0.45454545454545453,1.088254810882548,75.63636363636364,14.909090909090908,9.454545454545455,1.8656716417910448,38.80597014925373,63.47364189402819,12.162721742335448,75.22854766399547,0.407815972368164,7.5,7,top,2023
366,0.4371584699453552,1.074122314544502,78.14207650273224,9.836065573770492,12.021857923497267,2.0,55.00000000000001,64.58690724638105,13.555169256351196,76.35971260992306,1.782363892809169,7.5,7,top,2024
224,0.4107142857142857,0.7005124919923128,75.0,14.285714285714285,10.714285714285714,1.6428571428571428,42.857142857142854,66.31763835015961,8.682361649840386,73.28737835958164,1.7126216404183658,7.5,7,top,2025
363,0.47107438016528924,0.9404593397561755,74.10468319559229,12.947658402203857,12.947658402203857,1.8191489361702127,50.0,62.43311388310393,11.671569312488362,72.11914818999847,1.9855350055938192,8.0,7,top,2021
443,0.46952595936794583,1.0143407250033196,75.39503386004515,12.415349887133182,12.18961625282167,1.908256880733945,49.54128440366973,62.5298614987633,12.86517236128184,73.22133236372733,2.1737014963178147,8.0,7,top,2022
372,0.48655913978494625,1.0645088832855116,74.19354838709677,13.440860215053762,12.365591397849462,1.8854166666666667,47.91666666666667,61.47379867349028,12.719749713606499,72.56439744817563,1.6291509389211423,8.0,7,top,2023
588,0.45408163265306123,0.8241230052498001,72.78911564625851,15.816326530612246,11.394557823129253,1.66875,41.875,63.503089187350305,9.286026458908204,71.74012241740618,1.048993228852324,8.0,7,top,2024
378,0.41005291005291006,0.8632408459994668,76.45502645502646,13.756613756613756,9.788359788359788,1.7415730337078652,41.57303370786517,66.36151372953903,10.09351272548743,75.86667122348267,0.5883552315437912,8.0,7,top,2025
526,0.4296577946768061,0.8588520731486511,76.04562737642586,12.927756653992395,11.02661596958175,1.7936507936507937,46.03174603174603,65.07317404914276,10.972453327283082,74.2371379239094,1.8084894525164485,8.5,7,top,2021
504,0.4503968253968254,0.8524054088169396,74.8015873015873,12.698412698412698,12.5,1.7874015748031495,49.60629921259843,63.73751747746175,11.064069824125555,72.4765530595807,2.3250342420066072,8.5,7,top,2022
627,0.48165869218500795,1.1382413338021207,74.8006379585327,12.440191387559809,12.759170653907494,1.9113924050632911,50.63291139240506,61.775787137642325,13.024850820890377,73.79557595122628,1.005062007306412,8.5,7,top,2023
733,0.4392905866302865,0.9461044140779342,75.7162346521146,13.77899045020464,10.504774897680765,1.8089887640449438,43.258426966292134,64.44934712304146,11.266887529073145,74.66799298631427,1.0482416658003202,8.5,7,top,2024
477,0.44234800838574423,0.9824885929214453,75.8909853249476,12.578616352201259,11.530398322851152,1.8347826086956522,47.82608695652174,64.25259921095956,11.63838611398803,74.89514236317105,0.9958429617765385,8.5,7,top,2025
382,0.49476439790575916,0.891048632010004,71.20418848167539,16.49214659685864,12.30366492146597,1.7181818181818183,42.72727272727273,60.9714540398122,10.23273444186319,69.52984797814146,1.674340503533922,9.0,7,top,2021
266,0.5037593984962406,0.9603631720811464,71.80451127819549,15.789473684210526,12.406015037593985,1.7866666666666666,44.0,60.425474996888674,11.37903628130682,69.86540565336222,1.9391056248332705,9.0,7,top,2022
493,0.513184584178499,1.0796022361846336,72.41379310344827,13.793103448275861,13.793103448275861,1.8602941176470589,50.0,59.858629184884784,12.555163918563494,70.76593937536741,1.6478537280808725,9.0,7,top,2023
378,0.5634920634920635,1.3076291524567387,72.22222222222221,13.756613756613756,14.02116402116402,2.0285714285714285,50.476190476190474,56.92178442866762,15.3004377935546,69.8232154303656,2.3990067918566282,9.0,7,top,2024
317,0.5110410094637224,0.9532004951483448,69.71608832807571,17.981072555205046,12.302839116719243,1.6875,40.625,59.98707824976614,9.729010078309564,69.19796808789933,0.5181202401763785,9.0,7,top,2025
211,0.3981042654028436,0.8598059128864816,78.67298578199052,10.42654028436019,10.90047393364929,1.8666666666666667,51.11111111111111,67.15920002009051,11.513785761900019,76.77330418591345,1.899681596077074,9.5,7,top,2021
146,0.5616438356164384,1.268587623996221,68.4931506849315,18.493150684931507,13.013698630136986,1.7826086956521738,41.30434782608695,57.02708613818104,11.466064546750465,69.51926310653876,-1.0261124216072615,9.5,7,top,2022
277,0.49097472924187724,1.120389263851829,73.6462093862816,14.801444043321299,11.552346570397113,1.8630136986301369,43.83561643835616,61.20295402564029,12.443255360641302,72.90759991359769,0.7386094726839043,9.5,7,top,2023
110,0.6,1.2880733944954128,69.0909090909091,15.454545454545453,15.454545454545453,1.9411764705882353,50.0,54.88116360940264,14.209745481506452,67.05139335957716,2.039515731331931,9.5,7,top,2024
