pregame_total,inning,n,mean_runs,run_variance,variance_to_mean,p0_under_pct,p1_pct,p2_pct,p3plus_pct,fair_under_american,poisson_p0_pct,poisson_zero_residual_pp,nb_p0_pct,nb_zero_residual_pp,p0_ci95_lo_pct,p0_ci95_hi_pct,clean_i1_i8,seasons,season_p0_sd_pp,season_poisson_resid_mean_pp,season_poisson_resid_sd_pp,season_nb_resid_mean_pp,season_nb_resid_sd_pp,seasons_poisson_resid_positive,seasons_poisson_resid_negative,persistent_zero_score
8.5,6,2869,1.0400836528407111,2.229564288676192,2.143639391491955,52.21331474381318,20.669222725688392,12.966190310212616,14.151272220285813,-109.26331145149527,35.342511570723936,16.870803173089243,49.98432434663825,2.2289903971749236,50.40083652840711,53.99093760892298,True,5,1.936741177420093,16.73177520465694,1.3785302272428328,2.2095036001874844,0.6107882266691447,5,0,7.0929530261407265
8.5,7,2867,0.9298918730380188,1.937511607285639,2.0835880637989224,55.56330659225671,19.986048133937913,12.277642134635508,12.173003139169863,-125.03924646781788,39.45963745721757,16.103669135039144,53.26089144554786,2.302415146708847,53.67980467387513,57.377049180327866,True,5,1.5140985111659988,15.900347083740858,2.0993590299738027,2.3313991992081196,0.9623641032086765,5,0,5.195806287461721
8.5,8,2862,0.9479385045422781,2.0158136445916814,2.1265236457137457,55.52061495457722,19.39203354297694,12.54367575122292,12.54367575122292,-124.82325216025137,38.75391106616034,16.766703888416878,52.999841607797926,2.5207733467792925,53.70370370370371,57.33752620545073,True,5,1.9682616820235879,16.905374868631007,2.2766842923111557,2.728318237350349,0.7998713595069543,5,0,5.116972644499344
8.5,9,2861,0.6637539321915414,1.449836112856036,2.184297587615123,66.79482698357218,16.00838867528836,8.353722474659211,8.843061866480252,-201.15789473684208,51.491474681252505,15.303352302319674,64.53994442191906,2.2548825616531154,65.01135966445298,68.54334148898985,False,5,1.2231581210385125,15.396079925789133,1.1620850892096812,2.287531440058803,0.42066787282947565,5,0,7.078052745793456
9.0,1,1839,1.1343121261555194,2.3056718742326368,2.032660870907871,48.23273518216422,21.968461120174005,13.268080478520936,16.53072321914084,107.32807215332582,32.1643295265855,16.068405655578726,45.878617170507646,2.354118011656575,46.00190320826537,50.51658510059816,True,5,2.8961371889868697,15.968027909792408,1.7692064400872987,2.508434407127247,0.7910306639754315,5,0,5.802530798343865
9.0,2,1839,0.9042958129418162,1.9026964434590639,2.1040641969460125,55.899945622621,21.0984230560087,10.60358890701468,12.39804241435563,-126.7570900123305,40.48268585885458,15.417259763766411,54.37446744148894,1.5254781811320561,53.72485046220772,58.02066340402393,True,5,3.241706880156614,15.506024792652434,2.597784084136532,1.5543719666221167,1.5946773656537185,5,0,4.285209841175489
9.0,3,1839,1.0918977705274606,2.340298844820924,2.1433314619649795,50.24469820554649,22.240348015225667,12.343665035345296,15.171288743882544,-100.98360655737704,33.55790370187065,16.686794503675838,48.284193638263076,1.9605045672834165,47.90647090810223,52.474170744970095,True,5,2.5664550288777184,16.625864624244887,0.6625845917276613,1.9026393435701117,0.9049357792269437,5,0,10.036658938560167
9.0,4,1839,1.0755845568243612,2.156960689119377,2.0053845840700375,49.374660141381185,21.968461120174005,14.518760195758565,14.138118542686243,102.53303964757708,34.10983056694944,15.264829574431749,47.50088244684116,1.8737776945400242,47.19956498096792,51.60413268080478,True,5,1.7470184081237263,15.215653609183459,3.2767682762141055,2.4272942973743623,1.7344637956658129,5,0,3.5692440152367877
9.0,5,1839,1.0076128330614464,2.040203166668738,2.024788787643718,51.22349102773246,22.838499184339316,12.887438825448614,13.050570962479608,-105.01672240802674,36.508946966715975,14.714544061016483,49.97529251843801,1.2481985092944459,48.93828167482327,53.56171832517672,True,5,1.7076461849198319,14.675799294941038,2.429440626917025,1.320637157424226,1.259661754147125,5,0,4.290654267499146
9.0,6,1839,1.0277324632952691,2.1553784789836463,2.0972174724078974,52.20228384991843,20.826536160957044,12.72430668841762,14.246873300706905,-109.21501706484639,35.78174054656004,16.420543303358393,49.97188060271434,2.2304032472040882,49.80967917346384,54.43311582381728,True,5,2.8301197984490636,16.303926925921743,2.2341526315107605,2.3335849799594732,0.3648594881309719,5,0,5.077232021572189
9.0,7,1836,1.082244008714597,2.4199352341602696,2.236034770970435,51.688453159041394,21.0239651416122,11.87363834422658,15.413943355119825,-106.98985343855693,33.88343247161363,17.80502068742776,49.431581621002344,2.2568715380390456,49.40087145969499,53.92156862745098,True,5,3.067874129301833,17.50551410648259,1.5908051478080438,2.066667669339103,1.6622401592198117,5,0,6.872388956958703
