pregame_total,inning,clean_i1_i8,n,mean_runs,run_variance,p0_under_pct,p1_pct,p2_pct,p3plus_pct,score_pct,mean_runs_given_score,multi_run_given_score_pct,threeplus_given_score_pct,runs_from_multi_run_innings_pct,nb_p0_pct,nb_zero_residual_pp,seasons,season_p0_sd_pp,season_nb_zero_resid_sd_pp,season_mean_runs_given_score_sd,season_multi_run_given_score_sd_pp,seasons_nb_resid_positive,seasons_nb_resid_negative
8.5,9,False,2861,0.6637539321915414,1.449836112856036,66.79482698357218,16.00838867528836,8.353722474659211,8.843061866480252,33.20517301642782,1.9989473684210526,51.78947368421053,26.63157894736842,75.88204318062138,64.53994442191906,2.2548825616531154,5,1.2231581210385125,0.42066787282947565,0.06940792778930392,3.1085674495767877,5,0
9.0,1,True,1839,1.1343121261555194,2.3056718742326368,48.23273518216422,21.968461120174005,13.268080478520936,16.53072321914084,51.76726481783578,2.1911764705882355,57.56302521008403,31.932773109243694,80.63279002876318,45.878617170507646,2.354118011656575,5,2.8961371889868697,0.7910306639754315,0.10059716201577995,2.656501763212329,5,0
9.0,2,True,1839,0.9042958129418162,1.9026964434590639,55.899945622621,21.0984230560087,10.60358890701468,12.39804241435563,44.100054377379,2.0505548705302097,52.15782983970407,28.113440197287296,76.66867107636801,54.37446744148894,1.5254781811320561,5,3.241706880156614,1.5946773656537185,0.12870837015410966,4.325636432589321,4,1
9.0,3,True,1839,1.0918977705274606,2.340298844820924,50.24469820554649,22.240348015225667,12.343665035345296,15.171288743882544,49.75530179445351,2.194535519125683,55.30054644808743,30.491803278688522,79.63147410358566,48.284193638263076,1.9605045672834165,5,2.5664550288777184,0.9049357792269437,0.043944859614627116,3.728730251229763,5,0
9.0,4,True,1839,1.0755845568243612,2.156960689119377,49.374660141381185,21.968461120174005,14.518760195758565,14.138118542686243,50.625339858618815,2.124597207303974,56.605800214822764,27.926960257787325,79.57532861476238,47.50088244684116,1.8737776945400242,5,1.7470184081237263,1.7344637956658129,0.1864848971658062,8.02140206477847,5,0
9.0,5,True,1839,1.0076128330614464,2.040203166668738,51.22349102773246,22.838499184339316,12.887438825448614,13.050570962479608,48.77650897226754,2.0657748049052396,53.17725752508361,26.755852842809364,77.33405288720994,49.97529251843801,1.2481985092944459,5,1.7076461849198319,1.259661754147125,0.11978786240290118,5.761235196961099,4,1
9.0,6,True,1839,1.0277324632952691,2.1553784789836463,52.20228384991843,20.826536160957044,12.72430668841762,14.246873300706905,47.79771615008157,2.150170648464164,56.42775881683731,29.806598407280998,79.73544973544973,49.97188060271434,2.2304032472040882,5,2.8301197984490636,0.3648594881309719,0.1168897110292705,1.4541978753160445,5,0
9.0,7,True,1836,1.082244008714597,2.4199352341602696,51.688453159041394,21.0239651416122,11.87363834422658,15.413943355119825,48.311546840958606,2.2401352874859075,56.482525366403614,31.905298759864714,80.57372924006039,49.431581621002344,2.2568715380390456,5,3.067874129301833,1.6622401592198117,0.09420385812915395,3.993016370452208,5,0
9.0,8,True,1833,1.0289143480632843,2.387263940803846,53.40971085651937,20.840152755046372,10.911074740861974,14.839061647572285,46.59028914348063,2.208430913348946,55.26932084309133,31.85011709601874,79.74549310710498,51.89453541891126,1.5151754376081072,5,2.2203442716132087,1.742727491504495,0.1517642849910504,1.0730606851413746,4,1
9.0,9,False,1830,0.7245901639344262,1.676978372128459,63.82513661202186,18.743169398907103,8.579234972677597,8.852459016393443,36.17486338797814,2.003021148036254,48.18731117824773,24.47129909365559,74.13273001508296,62.9643748237406,0.8607617882812613,5,1.8232889815465927,1.0868884898595428,0.10501769597407683,4.134756238606698,4,1
9.5,1,True,875,1.1988571428571428,2.598854527623405,46.85714285714286,22.742857142857144,13.37142857142857,17.02857142857143,53.14285714285714,2.2559139784946236,57.204301075268816,32.043010752688176,81.02955195424214,45.190006718955146,1.6671361381877137,5,4.214886956397357,2.2750514201128187,0.1543209232533322,6.798555263110452,3,2
9.5,2,True,875,1.0925714285714285,2.438789146779994,52.114285714285714,19.314285714285713,12.457142857142857,16.114285714285714,47.885714285714286,2.2816229116945106,59.665871121718375,33.65155131264916,82.32217573221757,49.065994101340586,3.0482916129451256,5,3.2109149207849814,1.564927054481292,0.18282145259167268,5.399062297121292,5,0
9.5,3,True,875,1.078857142857143,2.3015547564563583,51.542857142857144,20.57142857142857,12.457142857142857,15.428571428571427,48.457142857142856,2.2264150943396226,57.54716981132076,31.839622641509436,80.9322033898305,48.61358772468365,2.929269418173497,5,5.701155584240257,1.1323862945674665,0.037569079938652356,3.254436120770809,5,0
9.5,4,True,875,1.1337142857142857,2.216653808434129,47.77142857142857,21.37142857142857,13.600000000000001,17.257142857142856,52.22857142857143,2.1706783369803064,59.08096280087527,33.04157549234136,81.1491935483871,45.12221098430836,2.6492175871202117,5,3.840475331337895,2.337923032695873,0.12569675288129506,5.696092057086462,5,0
9.5,5,True,875,1.1577142857142857,2.2268139915004905,47.65714285714286,20.685714285714283,14.514285714285712,17.142857142857142,52.342857142857135,2.2117903930131004,60.480349344978166,32.751091703056765,82.13228035538006,44.0405902414299,3.6165526157129535,5,2.2795839232168724,1.1916045574589236,0.159095893450515,5.046051459513108,5,0
9.5,6,True,874,1.1224256292906178,2.1831620362725133,47.368421052631575,23.91304347826087,12.700228832951947,16.018306636155607,52.63157894736843,2.132608695652174,54.565217391304344,30.434782608695656,78.69520897043833,45.37733840929531,1.9910826433362672,5,5.442880057995216,2.3506745038542953,0.13703669350674896,8.139387360521415,4,1
9.5,7,True,873,1.038946162657503,2.276004392740418,52.69186712485682,20.618556701030926,12.256586483390606,14.432989690721648,47.30813287514318,2.196125907990315,56.416464891041166,30.508474576271187,80.15435501653803,50.445569453756534,2.2462976711002836,5,5.647456514069958,1.9575277093612686,0.1924598437648616,6.351104689355039,4,1
9.5,8,True,871,1.0700344431687716,2.3847447114559825,51.77956371986223,20.55109070034443,13.54764638346728,14.121699196326063,48.22043628013777,2.219047619047619,57.38095238095238,29.28571428571429,80.79399141630901,49.76114178216366,2.018421937698572,5,3.279290525893441,2.2024955538062514,0.15809262703677016,7.007395132219649,5,0
9.5,9,False,871,0.7715269804822044,1.6868205392137456,61.99770378874856,19.173363949483353,8.036739380022963,10.79219288174512,38.00229621125144,2.0302114803625377,49.546827794561935,28.3987915407855,75.14880952380952,60.126684520911134,1.871019267837426,5,3.624710281719548,1.2067329428238165,0.24456109087421435,7.198952835471374,5,0
