event_id,matchup,start_time,sportsbook,market,updated_at,outcome_name,point,price
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","h2h_1st_5_innings","2026-09-23T23:09:31.74Z","Los Angeles Dodgers","","-233"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","h2h_1st_5_innings","2026-09-23T23:09:31.74Z","San Diego Padres","","175"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","fanduel","h2h_1st_5_innings","2026-09-23T22:57:50.359Z","Los Angeles Dodgers","","-235"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","fanduel","h2h_1st_5_innings","2026-09-23T22:57:50.359Z","San Diego Padres","","182"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","coolbet","h2h_1st_5_innings","2026-09-23T23:50:21.638Z","Los Angeles Dodgers","","-244"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","coolbet","h2h_1st_5_innings","2026-09-23T23:50:21.638Z","San Diego Padres","","177"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","dafabet","h2h_1st_5_innings","2026-09-24T01:29:24.3Z","Los Angeles Dodgers","","-250"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","dafabet","h2h_1st_5_innings","2026-09-24T01:29:24.3Z","San Diego Padres","","159"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","bet365","h2h_1st_5_innings","2026-09-24T01:55:13.376Z","Los Angeles Dodgers","","-233"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","bet365","h2h_1st_5_innings","2026-09-24T01:55:13.376Z","San Diego Padres","","175"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","sbobet","spreads_1st_5_innings","2026-09-24T01:48:59.465Z","Los Angeles Dodgers","-1.5","123"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","sbobet","spreads_1st_5_innings","2026-09-24T01:48:59.465Z","San Diego Padres","1.5","-154"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","sbobet","spreads_1st_5_innings","2026-09-24T01:48:59.465Z","Los Angeles Dodgers","-1","-115"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","sbobet","spreads_1st_5_innings","2026-09-24T01:48:59.465Z","San Diego Padres","1","-108"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","sbobet","spreads_1st_5_innings","2026-09-24T01:48:59.465Z","Los Angeles Dodgers","-0.5","-154"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","sbobet","spreads_1st_5_innings","2026-09-24T01:48:59.465Z","San Diego Padres","0.5","123"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","spreads_1st_5_innings","2026-09-24T00:10:47.733Z","Los Angeles Dodgers","-1.5","114"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","spreads_1st_5_innings","2026-09-24T00:10:47.733Z","San Diego Padres","1.5","-147"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","spreads_1st_5_innings","2026-09-24T00:10:47.733Z","Los Angeles Dodgers","-0.5","-156"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","spreads_1st_5_innings","2026-09-24T00:10:47.733Z","San Diego Padres","0.5","120"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","spreads_1st_5_innings","2026-09-24T00:10:47.733Z","Los Angeles Dodgers","0.5","-303"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","spreads_1st_5_innings","2026-09-24T00:10:47.733Z","San Diego Padres","-0.5","220"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","spreads_1st_5_innings","2026-09-24T00:10:47.733Z","Los Angeles Dodgers","1.5","-625"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","draftkings","spreads_1st_5_innings","2026-09-24T00:10:47.733Z","San Diego Padres","-1.5","390"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","coolbet","spreads_1st_5_innings","2026-09-24T01:41:12.703Z","Los Angeles Dodgers","-1.5","115"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","coolbet","spreads_1st_5_innings","2026-09-24T01:41:12.703Z","San Diego Padres","1.5","-159"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","dafabet","spreads_1st_5_innings","2026-09-24T01:48:52.445Z","Los Angeles Dodgers","-1.5","118"
"081d2b7393bce52150362934ffba996e","San Diego Padres @ Los Angeles Dodgers","2026-09-24T02:10:00Z","dafabet","spreads_1st_5_innings","2026-09-24T01:48:52.445Z","San Diego Padres","1.5","-159"
