season,gid,date,half,i1_pa,i1_runs,i1_pitches,i2_start_slot,same_pitcher_i2,i2_pa,i2_runs,i2_pitches
2024,TBA202403290,20240329,top,4,0,19,5,1,3,0,12
2024,TBA202403290,20240329,bottom,3,0,14,4,1,4,0,22
2024,ARI202403300,20240330,top,3,0,12,4,1,6,2,25
2024,ARI202403300,20240330,bottom,7,2,34,8,1,3,0,11
2024,BAL202403300,20240330,top,4,0,12,5,1,3,0,8
2024,BAL202403300,20240330,bottom,6,2,21,7,1,3,0,18
2024,CHA202403300,20240330,top,7,3,21,8,1,4,0,12
2024,CHA202403300,20240330,bottom,5,2,22,6,1,4,1,16
2024,CIN202403300,20240330,top,4,0,18,5,1,3,0,10
2024,CIN202403300,20240330,bottom,3,0,15,4,1,4,0,20
2024,HOU202403300,20240330,top,4,0,18,5,1,5,0,27
2024,HOU202403300,20240330,bottom,3,0,12,4,1,6,2,20
2024,KCA202403300,20240330,top,3,0,10,4,1,4,0,16
2024,KCA202403300,20240330,bottom,3,0,15,4,1,3,0,15
2024,LAN202403300,20240330,top,3,0,15,4,1,4,0,15
2024,LAN202403300,20240330,bottom,6,0,27,7,1,5,0,28
2024,MIA202403300,20240330,top,4,0,20,5,1,4,0,12
2024,MIA202403300,20240330,bottom,3,0,11,4,1,4,0,12
2024,NYN202403300,20240330,top,7,3,22,8,1,5,0,16
2024,NYN202403300,20240330,bottom,6,0,24,7,1,5,1,12
2024,OAK202403300,20240330,top,3,0,10,4,1,6,2,24
2024,OAK202403300,20240330,bottom,4,0,15,5,1,6,2,25
2024,PHI202403300,20240330,top,5,2,17,6,1,7,3,26
2024,PHI202403300,20240330,bottom,8,3,48,9,0,3,0,12
2024,SDN202403300,20240330,top,3,0,16,4,1,6,2,27
2024,SDN202403300,20240330,bottom,3,0,16,4,1,5,0,23
2024,SEA202403300,20240330,top,3,0,12,4,1,4,0,18
2024,SEA202403300,20240330,bottom,5,1,20,6,1,4,0,8
2024,TBA202403300,20240330,top,3,0,6,4,1,4,0,13
2024,TBA202403300,20240330,bottom,5,0,20,6,1,4,0,21
2024,TEX202403300,20240330,top,3,0,10,4,1,6,2,31
2024,TEX202403300,20240330,bottom,5,0,15,6,1,5,2,23
2024,ARI202403310,20240331,top,3,0,13,4,1,4,0,16
2024,ARI202403310,20240331,bottom,7,3,28,8,1,3,0,7
2024,BAL202403310,20240331,top,5,2,13,6,1,6,2,22
2024,BAL202403310,20240331,bottom,4,0,14,5,1,7,1,27
2024,CHA202403310,20240331,top,4,0,12,5,1,4,0,21
2024,CHA202403310,20240331,bottom,4,0,15,5,1,4,0,19
2024,CIN202403310,20240331,top,5,0,17,6,1,3,0,9
2024,CIN202403310,20240331,bottom,3,0,13,4,1,3,0,9
2024,HOU202403310,20240331,top,4,0,17,5,1,5,1,23
2024,HOU202403310,20240331,bottom,3,0,11,4,1,4,0,16
2024,KCA202403310,20240331,top,3,0,6,4,1,5,0,24
2024,KCA202403310,20240331,bottom,8,3,30,9,1,10,6,39
2024,LAN202403310,20240331,top,3,0,13,4,1,4,0,14
2024,LAN202403310,20240331,bottom,4,0,20,5,1,3,0,8
2024,MIA202403310,20240331,top,3,0,11,4,1,9,3,38
2024,MIA202403310,20240331,bottom,8,5,34,9,1,4,0,16
2024,NYN202403310,20240331,top,5,1,29,6,1,5,1,13
2024,NYN202403310,20240331,bottom,4,0,12,5,1,5,1,15
2024,OAK202403310,20240331,top,3,0,14,4,1,3,0,9
2024,OAK202403310,20240331,bottom,5,2,21,6,1,4,0,18
2024,PHI202403310,20240331,top,5,2,22,6,1,3,0,13
2024,PHI202403310,20240331,bottom,4,1,13,5,1,5,0,19
2024,SDN202403310,20240331,top,4,0,17,5,1,5,0,22
2024,SDN202403310,20240331,bottom,8,5,29,9,1,8,4,26
2024,SEA202403310,20240331,top,4,0,15,5,1,5,1,18
2024,SEA202403310,20240331,bottom,3,0,20,4,1,6,1,26
2024,TBA202403310,20240331,top,6,2,26,7,0,7,2,32
2024,TBA202403310,20240331,bottom,4,1,19,5,1,3,0,19
2024,TEX202403310,20240331,top,6,3,27,7,1,5,0,8
2024,TEX202403310,20240331,bottom,4,0,14,5,1,7,2,29
2024,ARI202404010,20240401,top,6,0,31,7,1,6,2,22
2024,ARI202404010,20240401,bottom,4,0,22,5,1,3,0,13
2024,BAL202404010,20240401,top,5,0,19,6,1,3,0,10
2024,BAL202404010,20240401,bottom,4,0,14,5,1,3,0,13
2024,CHA202404010,20240401,top,3,0,11,4,1,3,0,9
2024,CHA202404010,20240401,bottom,6,0,19,7,1,4,0,13
2024,CHN202404010,20240401,top,3,0,12,4,1,4,0,23
2024,CHN202404010,20240401,bottom,5,0,20,6,1,3,0,11
2024,HOU202404010,20240401,top,4,0,19,5,1,3,0,13
2024,HOU202404010,20240401,bottom,6,3,18,7,1,4,1,11
2024,LAN202404010,20240401,top,5,0,16,6,1,4,0,18
2024,LAN202404010,20240401,bottom,5,1,21,6,1,3,0,10
2024,MIA202404010,20240401,top,3,0,15,4,1,4,1,17
2024,MIA202404010,20240401,bottom,9,4,36,1,1,4,0,21
2024,NYN202404010,20240401,top,3,0,17,4,1,3,0,16
2024,NYN202404010,20240401,bottom,4,0,21,5,1,4,0,16
2024,OAK202404010,20240401,top,5,1,19,6,1,8,2,33
2024,OAK202404010,20240401,bottom,4,0,15,5,1,3,0,13
2024,PHI202404010,20240401,top,4,0,14,5,1,5,0,20
2024,PHI202404010,20240401,bottom,6,2,29,7,1,4,0,13
2024,SDN202404010,20240401,top,7,3,32,8,1,5,1,22
2024,SDN202404010,20240401,bottom,3,0,11,4,1,3,0,14
2024,SEA202404010,20240401,top,3,0,6,4,1,3,0,9
2024,SEA202404010,20240401,bottom,3,0,15,4,1,7,4,32
2024,TBA202404010,20240401,top,6,3,31,7,1,4,0,13
2024,TBA202404010,20240401,bottom,3,0,8,4,1,3,0,8
2024,WAS202404010,20240401,top,5,0,23,6,1,7,2,24
2024,WAS202404010,20240401,bottom,3,0,8,4,1,4,0,14
2024,ARI202404020,20240402,top,4,0,17,5,1,5,0,24
2024,ARI202404020,20240402,bottom,7,3,24,8,1,3,0,13
2024,BAL202404020,20240402,top,5,0,12,6,1,7,3,28
2024,BAL202404020,20240402,bottom,3,0,10,4,1,3,0,10
2024,CHA202404020,20240402,top,3,0,13,4,1,4,0,16
2024,CHA202404020,20240402,bottom,3,0,7,4,1,3,0,13
2024,CHN202404020,20240402,top,3,0,12,4,1,5,0,22
2024,CHN202404020,20240402,bottom,5,2,18,6,1,7,1,25
2024,HOU202404020,20240402,top,4,0,11,5,1,3,0,10
2024,HOU202404020,20240402,bottom,3,0,6,4,1,3,0,14
2024,LAN202404020,20240402,top,4,0,12,5,0,6,1,22
2024,LAN202404020,20240402,bottom,5,1,29,6,1,3,0,15
2024,MIA202404020,20240402,top,3,0,11,4,1,3,0,18
2024,MIA202404020,20240402,bottom,3,0,7,4,1,4,0,14
2024,MIL202404020,20240402,top,3,0,8,4,1,4,0,17
2024,MIL202404020,20240402,bottom,4,0,16,5,1,7,1,25
2024,OAK202404020,20240402,top,5,1,22,6,1,5,1,18
2024,OAK202404020,20240402,bottom,3,0,15,4,1,5,2,17
2024,PHI202404020,20240402,top,4,0,20,5,1,3,0,13
2024,PHI202404020,20240402,bottom,4,1,17,5,1,4,0,15
2024,SDN202404020,20240402,top,3,0,9,4,1,3,0,9
2024,SDN202404020,20240402,bottom,4,0,13,5,1,6,1,23
2024,SEA202404020,20240402,top,4,0,14,5,1,4,0,17
2024,SEA202404020,20240402,bottom,5,0,17,6,1,3,0,12
2024,TBA202404020,20240402,top,3,0,8,4,1,3,0,13
2024,TBA202404020,20240402,bottom,3,0,13,4,1,4,0,24
2024,ARI202404030,20240403,top,3,0,11,4,1,3,0,8
2024,ARI202404030,20240403,bottom,4,0,11,5,1,5,1,20
2024,BAL202404030,20240403,top,6,1,27,7,1,4,0,15
2024,BAL202404030,20240403,bottom,3,0,14,4,1,3,0,15
2024,CHN202404030,20240403,top,3,0,14,4,0,3,0,13
2024,CHN202404030,20240403,bottom,3,0,15,4,1,8,4,37
2024,HOU202404030,20240403,top,3,0,14,4,1,4,0,22
2024,HOU202404030,20240403,bottom,6,0,21,7,1,3,0,11
2024,LAN202404030,20240403,top,3,0,7,4,1,3,0,11
2024,LAN202404030,20240403,bottom,4,0,17,5,1,6,1,24
2024,MIA202404030,20240403,top,7,2,34,8,1,3,0,11
2024,MIA202404030,20240403,bottom,3,0,14,4,1,3,0,6
2024,MIL202404030,20240403,top,4,0,11,5,1,5,0,25
2024,MIL202404030,20240403,bottom,5,0,20,6,1,5,1,26
2024,OAK202404030,20240403,top,3,0,14,4,1,3,0,9
2024,OAK202404030,20240403,bottom,4,0,17,5,1,4,0,22
2024,PHI202404030,20240403,top,4,0,15,5,1,3,0,11
2024,PHI202404030,20240403,bottom,4,0,13,5,1,3,0,17
2024,SDN202404030,20240403,top,3,0,11,4,1,3,0,10
2024,SDN202404030,20240403,bottom,7,1,33,8,1,5,1,14
2024,SEA202404030,20240403,top,8,3,21,9,1,6,2,22
2024,SEA202404030,20240403,bottom,5,0,24,6,1,3,0,9
2024,TBA202404030,20240403,top,4,0,14,5,1,6,0,27
2024,TBA202404030,20240403,bottom,3,0,12,4,1,3,0,12
2024,WAS202404030,20240403,top,3,0,11,4,1,7,2,27
2024,WAS202404030,20240403,bottom,3,0,15,4,1,9,4,26
2024,KCA202404040,20240404,top,3,0,8,4,1,3,0,14
2024,KCA202404040,20240404,bottom,3,0,16,4,1,5,1,13
2024,MIN202404040,20240404,top,3,0,14,4,1,3,0,8
2024,MIN202404040,20240404,bottom,4,0,18,5,1,6,0,26
2024,SLN202404040,20240404,top,4,0,15,5,1,4,0,13
2024,SLN202404040,20240404,bottom,3,0,9,4,1,5,1,14
2024,WAS202404040,20240404,top,8,4,33,9,1,4,1,16
2024,WAS202404040,20240404,bottom,3,0,13,4,1,5,1,13
2024,NYN202404041,20240404,top,3,0,10,4,1,3,0,7
2024,NYN202404041,20240404,bottom,5,0,16,6,1,3,0,14
2024,NYN202404042,20240404,top,5,0,26,6,1,6,1,23
2024,NYN202404042,20240404,bottom,4,0,24,5,1,4,0,16
2024,ANA202404050,20240405,top,4,0,15,5,1,7,4,19
2024,ANA202404050,20240405,bottom,3,0,15,4,1,4,0,15
2024,ATL202404050,20240405,top,7,3,25,8,1,3,0,13
2024,ATL202404050,20240405,bottom,6,1,22,7,1,4,0,24
2024,CHN202404050,20240405,top,7,2,33,8,1,3,0,11
2024,CHN202404050,20240405,bottom,3,0,15,4,1,10,5,45
2024,CIN202404050,20240405,top,5,0,22,6,1,3,0,14
2024,CIN202404050,20240405,bottom,5,1,19,6,1,3,0,13
2024,COL202404050,20240405,top,7,1,41,8,1,5,1,21
2024,COL202404050,20240405,bottom,5,1,21,6,1,4,0,20
2024,DET202404050,20240405,top,4,0,12,5,1,3,0,12
2024,DET202404050,20240405,bottom,3,0,9,4,1,3,0,14
2024,KCA202404050,20240405,top,3,0,15,4,1,4,1,17
2024,KCA202404050,20240405,bottom,5,1,16,6,1,5,0,25
2024,MIL202404050,20240405,top,4,0,20,5,1,4,0,12
2024,MIL202404050,20240405,bottom,3,0,10,4,1,6,2,23
2024,NYA202404050,20240405,top,4,0,16,5,1,4,0,14
2024,NYA202404050,20240405,bottom,4,0,17,5,1,4,0,21
2024,PIT202404050,20240405,top,3,0,14,4,1,6,1,16
2024,PIT202404050,20240405,bottom,5,0,19,6,1,4,0,18
2024,SFN202404050,20240405,top,4,1,11,5,1,3,0,8
2024,SFN202404050,20240405,bottom,5,1,22,6,1,4,0,15
2024,TEX202404050,20240405,top,4,0,15,5,1,3,0,12
2024,TEX202404050,20240405,bottom,6,0,29,7,1,9,5,26
2024,WAS202404050,20240405,top,4,0,14,5,1,7,3,25
2024,WAS202404050,20240405,bottom,3,0,11,4,1,4,0,19
2024,ANA202404060,20240406,top,3,0,13,4,1,4,0,24
2024,ANA202404060,20240406,bottom,4,0,16,5,1,5,0,26
2024,ATL202404060,20240406,top,11,6,37,3,1,3,0,16
2024,ATL202404060,20240406,bottom,3,0,10,4,1,4,0,18
2024,CHN202404060,20240406,top,5,0,27,6,1,5,0,24
2024,CHN202404060,20240406,bottom,6,0,27,7,1,6,0,20
2024,CIN202404060,20240406,top,3,0,15,4,1,4,0,20
2024,CIN202404060,20240406,bottom,3,0,12,4,1,8,2,34
2024,COL202404060,20240406,top,5,1,18,6,1,3,0,10
2024,COL202404060,20240406,bottom,3,0,14,4,1,5,1,13
2024,DET202404060,20240406,top,5,2,25,6,1,3,0,9
2024,DET202404060,20240406,bottom,4,0,20,5,1,4,0,10
2024,KCA202404060,20240406,top,3,0,8,4,1,3,0,6
2024,KCA202404060,20240406,bottom,4,0,12,5,1,3,0,8
2024,MIL202404060,20240406,top,4,0,13,5,1,4,0,13
2024,MIL202404060,20240406,bottom,3,0,6,4,1,4,0,15
2024,MIN202404060,20240406,top,3,0,11,4,1,6,3,20
2024,MIN202404060,20240406,bottom,5,1,31,6,1,3,0,15
2024,NYA202404060,20240406,top,4,0,21,5,1,4,0,17
2024,NYA202404060,20240406,bottom,6,3,21,7,1,7,3,33
2024,PIT202404060,20240406,top,3,0,8,4,1,3,0,13
2024,PIT202404060,20240406,bottom,3,0,10,4,1,6,3,20
2024,SFN202404060,20240406,top,7,4,17,8,1,3,0,21
2024,SFN202404060,20240406,bottom,4,0,16,5,1,4,0,20
2024,SLN202404060,20240406,top,3,0,14,4,1,3,0,13
2024,SLN202404060,20240406,bottom,3,0,13,4,1,4,0,19
2024,TEX202404060,20240406,top,5,0,22,6,1,3,0,14
2024,TEX202404060,20240406,bottom,4,0,11,5,1,6,1,21
2024,WAS202404060,20240406,top,3,0,11,4,1,5,1,28
2024,WAS202404060,20240406,bottom,4,0,15,5,1,4,0,14
2024,ANA202404070,20240407,top,4,0,15,5,1,3,0,13
2024,ANA202404070,20240407,bottom,5,0,24,6,1,4,0,9
2024,ATL202404070,20240407,top,3,0,21,4,1,3,0,12
2024,ATL202404070,20240407,bottom,3,0,15,4,1,7,2,32
2024,CHN202404070,20240407,top,4,0,18,5,1,4,0,15
2024,CHN202404070,20240407,bottom,7,3,28,8,1,6,1,24
2024,CIN202404070,20240407,top,5,1,18,6,1,6,1,21
2024,CIN202404070,20240407,bottom,4,0,13,5,1,3,0,11
2024,COL202404070,20240407,top,3,0,12,4,1,7,2,26
2024,COL202404070,20240407,bottom,4,0,13,5,1,3,0,14
2024,DET202404070,20240407,top,6,2,18,7,1,6,3,25
2024,DET202404070,20240407,bottom,5,0,22,6,1,4,0,19
2024,KCA202404070,20240407,top,5,0,22,6,1,5,0,19
2024,KCA202404070,20240407,bottom,3,0,10,4,1,3,0,11
2024,MIL202404070,20240407,top,5,1,21,6,1,5,1,11
2024,MIL202404070,20240407,bottom,7,3,30,8,1,6,3,27
2024,NYA202404070,20240407,top,4,0,21,5,1,3,0,16
2024,NYA202404070,20240407,bottom,3,0,20,4,1,4,0,16
2024,PIT202404070,20240407,top,4,0,14,5,1,3,0,11
2024,PIT202404070,20240407,bottom,4,0,17,5,1,3,0,8
2024,SFN202404070,20240407,top,5,1,16,6,1,4,0,11
2024,SFN202404070,20240407,bottom,5,0,18,6,1,3,0,16
2024,SLN202404070,20240407,top,9,6,35,1,1,4,1,16
2024,SLN202404070,20240407,bottom,3,0,16,4,1,3,0,13
2024,TEX202404070,20240407,top,4,0,16,5,1,3,0,8
2024,TEX202404070,20240407,bottom,3,0,9,4,1,5,0,28
2024,WAS202404070,20240407,top,4,0,19,5,1,5,1,19
2024,WAS202404070,20240407,bottom,4,0,20,5,1,7,1,22
2024,ANA202404080,20240408,top,3,0,14,4,1,4,0,10
2024,ANA202404080,20240408,bottom,6,2,19,7,1,3,0,8
2024,ATL202404080,20240408,top,3,0,13,4,1,3,0,13
2024,ATL202404080,20240408,bottom,4,0,14,5,1,4,0,13
2024,CIN202404080,20240408,top,3,0,14,4,1,4,0,15
2024,CIN202404080,20240408,bottom,4,0,15,5,1,5,2,23
2024,CLE202404080,20240408,top,4,0,20,5,1,4,0,11
2024,CLE202404080,20240408,bottom,3,0,16,4,1,3,0,13
2024,COL202404080,20240408,top,5,0,13,6,1,3,0,16
2024,COL202404080,20240408,bottom,5,1,21,6,1,3,0,18
2024,MIN202404080,20240408,top,5,1,20,6,1,3,0,10
2024,MIN202404080,20240408,bottom,4,0,14,5,1,3,0,14
2024,NYA202404080,20240408,top,3,0,14,4,1,3,0,12
2024,NYA202404080,20240408,bottom,3,0,14,4,1,5,0,22
2024,PIT202404080,20240408,top,5,1,20,6,1,3,0,18
2024,PIT202404080,20240408,bottom,3,0,11,4,1,8,3,31
2024,SDN202404080,20240408,top,4,0,9,5,1,9,4,42
2024,SDN202404080,20240408,bottom,4,0,27,5,1,5,0,23
2024,SFN202404080,20240408,top,4,0,26,5,1,7,3,33
2024,SFN202404080,20240408,bottom,6,1,25,7,1,3,0,15
2024,SLN202404080,20240408,top,5,0,21,6,1,3,0,10
2024,SLN202404080,20240408,bottom,3,0,10,4,1,5,0,19
2024,TEX202404080,20240408,top,7,2,33,8,1,5,2,19
2024,TEX202404080,20240408,bottom,10,5,43,2,0,4,0,13
2024,TOR202404080,20240408,top,4,0,15,5,1,4,0,19
2024,TOR202404080,20240408,bottom,3,0,8,4,1,6,1,25
2024,ANA202404090,20240409,top,5,0,20,6,1,6,2,25
2024,ANA202404090,20240409,bottom,5,2,19,6,1,3,0,13
2024,ATL202404090,20240409,top,3,0,13,4,1,4,0,14
2024,ATL202404090,20240409,bottom,5,1,26,6,1,4,0,11
2024,BOS202404090,20240409,top,3,0,10,4,1,5,1,19
2024,BOS202404090,20240409,bottom,5,1,17,6,1,4,0,14
2024,CIN202404090,20240409,top,3,0,11,4,1,3,0,17
2024,CIN202404090,20240409,bottom,4,0,17,5,1,4,0,14
2024,CLE202404090,20240409,top,9,5,33,1,1,3,0,12
2024,CLE202404090,20240409,bottom,5,2,20,6,1,4,0,18
2024,COL202404090,20240409,top,6,2,23,7,1,6,1,19
2024,COL202404090,20240409,bottom,5,1,18,6,1,3,0,12
2024,KCA202404090,20240409,top,6,1,23,7,1,6,1,31
2024,KCA202404090,20240409,bottom,3,0,14,4,1,5,0,11
2024,MIN202404090,20240409,top,3,0,14,4,1,5,0,15
2024,MIN202404090,20240409,bottom,3,0,12,4,1,3,0,9
2024,NYA202404090,20240409,top,4,0,12,5,1,4,0,16
2024,NYA202404090,20240409,bottom,5,0,29,6,1,4,1,9
2024,PIT202404090,20240409,top,5,1,14,6,1,3,0,12
2024,PIT202404090,20240409,bottom,4,0,13,5,1,5,1,22
2024,SDN202404090,20240409,top,5,0,22,6,1,4,0,25
2024,SDN202404090,20240409,bottom,3,0,17,4,1,3,0,12
2024,SFN202404090,20240409,top,3,0,15,4,1,3,0,12
2024,SFN202404090,20240409,bottom,4,0,17,5,1,5,1,24
2024,SLN202404090,20240409,top,3,0,15,4,1,3,0,14
2024,SLN202404090,20240409,bottom,3,0,5,4,1,5,0,19
2024,TEX202404090,20240409,top,3,0,9,4,1,4,1,13
2024,TEX202404090,20240409,bottom,4,1,14,5,1,5,1,15
2024,TOR202404090,20240409,top,4,0,16,5,1,3,0,13
2024,TOR202404090,20240409,bottom,3,0,15,4,1,4,0,16
2024,ANA202404100,20240410,top,6,3,21,7,1,5,1,25
2024,ANA202404100,20240410,bottom,6,0,38,7,1,4,0,22
2024,BOS202404100,20240410,top,3,0,9,4,1,3,0,12
2024,BOS202404100,20240410,bottom,4,0,14,5,1,3,0,10
2024,CIN202404100,20240410,top,5,2,28,6,1,7,3,22
2024,CIN202404100,20240410,bottom,3,0,10,4,1,3,0,10
2024,CLE202404100,20240410,top,5,2,28,6,1,3,0,8
2024,CLE202404100,20240410,bottom,4,0,17,5,1,4,0,21
2024,COL202404100,20240410,top,6,1,19,7,1,4,1,17
2024,COL202404100,20240410,bottom,7,1,32,8,1,4,0,13
2024,KCA202404100,20240410,top,4,0,17,5,1,4,0,16
2024,KCA202404100,20240410,bottom,4,0,22,5,1,4,0,14
2024,MIN202404100,20240410,top,6,1,17,7,1,3,0,12
2024,MIN202404100,20240410,bottom,4,1,15,5,1,5,0,24
2024,NYA202404100,20240410,top,4,0,20,5,1,3,0,18
2024,NYA202404100,20240410,bottom,4,0,21,5,1,3,0,16
2024,SDN202404100,20240410,top,3,0,16,4,1,4,0,14
2024,SDN202404100,20240410,bottom,3,0,13,4,1,6,2,24
2024,SFN202404100,20240410,top,3,0,6,4,1,4,1,12
2024,SFN202404100,20240410,bottom,4,0,17,5,1,6,3,19
2024,SLN202404100,20240410,top,6,2,24,7,1,3,0,9
2024,SLN202404100,20240410,bottom,4,0,21,5,1,4,1,17
2024,TEX202404100,20240410,top,6,1,18,7,1,3,0,9
2024,TEX202404100,20240410,bottom,7,3,24,8,1,4,0,10
2024,TOR202404100,20240410,top,3,0,10,4,1,4,0,19
2024,TOR202404100,20240410,bottom,3,0,8,4,1,3,0,12
2024,ATL202404110,20240411,top,6,1,20,7,1,6,2,19
2024,ATL202404110,20240411,bottom,3,0,13,4,1,4,0,16
2024,BOS202404110,20240411,top,3,0,14,4,1,5,0,16
2024,BOS202404110,20240411,bottom,7,2,21,8,1,3,0,11
2024,KCA202404110,20240411,top,4,0,19,5,1,6,0,22
2024,KCA202404110,20240411,bottom,15,9,46,7,0,3,0,8
2024,PHI202404110,20240411,top,4,0,20,5,1,3,0,14
2024,PHI202404110,20240411,bottom,4,0,9,5,1,4,0,11
2024,TEX202404110,20240411,top,3,0,12,4,1,4,1,16
2024,TEX202404110,20240411,bottom,4,0,14,5,1,4,0,21
2024,ARI202404120,20240412,top,7,3,31,8,1,5,1,12
2024,ARI202404120,20240412,bottom,4,0,17,5,1,4,0,12
2024,BAL202404120,20240412,top,4,0,17,5,1,7,3,31
2024,BAL202404120,20240412,bottom,4,0,14,5,1,3,0,16
2024,BOS202404120,20240412,top,7,3,16,8,1,3,0,11
2024,BOS202404120,20240412,bottom,3,0,13,4,1,4,0,22
2024,CHA202404120,20240412,top,5,1,27,6,1,4,0,12
2024,CHA202404120,20240412,bottom,3,0,10,4,1,3,0,10
2024,DET202404120,20240412,top,3,0,14,4,1,3,0,7
2024,DET202404120,20240412,bottom,5,1,19,6,1,3,0,12
2024,HOU202404120,20240412,top,6,1,21,7,1,3,0,17
2024,HOU202404120,20240412,bottom,4,1,11,5,1,3,0,10
2024,LAN202404120,20240412,top,5,2,23,6,1,4,1,17
2024,LAN202404120,20240412,bottom,4,1,19,5,1,7,4,21
2024,MIA202404120,20240412,top,5,1,13,6,1,3,0,10
2024,MIA202404120,20240412,bottom,5,0,19,6,1,3,0,14
2024,NYN202404120,20240412,top,3,0,11,4,1,6,1,26
2024,NYN202404120,20240412,bottom,3,0,10,4,1,3,0,10
2024,OAK202404120,20240412,top,3,0,15,4,1,5,0,12
2024,OAK202404120,20240412,bottom,3,0,10,4,1,3,0,14
2024,PHI202404120,20240412,top,3,0,9,4,1,7,1,29
2024,PHI202404120,20240412,bottom,4,0,13,5,1,3,0,15
2024,SEA202404120,20240412,top,4,0,16,5,1,4,0,13
2024,SEA202404120,20240412,bottom,3,0,15,4,1,7,1,29
2024,TBA202404120,20240412,top,4,0,13,5,1,5,0,26
2024,TBA202404120,20240412,bottom,4,0,16,5,1,7,1,28
2024,TOR202404120,20240412,top,3,0,13,4,1,6,1,22
2024,TOR202404120,20240412,bottom,6,1,26,7,1,5,1,15
2024,ARI202404130,20240413,top,4,0,11,5,1,4,0,17
2024,ARI202404130,20240413,bottom,6,1,19,7,1,3,0,13
2024,BAL202404130,20240413,top,3,0,10,4,1,7,1,29
2024,BAL202404130,20240413,bottom,6,3,25,7,1,4,1,19
2024,BOS202404130,20240413,top,3,0,15,4,1,6,0,30
2024,BOS202404130,20240413,bottom,7,4,24,8,1,6,2,24
2024,CHA202404130,20240413,top,3,0,17,4,1,9,5,37
2024,CHA202404130,20240413,bottom,3,0,11,4,1,4,0,12
2024,HOU202404130,20240413,top,6,2,19,7,1,4,0,19
2024,HOU202404130,20240413,bottom,6,0,27,7,1,3,0,11
2024,LAN202404130,20240413,top,3,0,8,4,1,3,0,16
2024,LAN202404130,20240413,bottom,4,0,23,5,1,5,0,22
2024,MIA202404130,20240413,top,4,0,16,5,1,3,0,12
2024,MIA202404130,20240413,bottom,5,1,19,6,1,5,1,10
