season,gid,date,half,i1_pa,i1_runs,i1_pitches,i2_start_slot,same_pitcher_i2,i2_pa,i2_runs,i2_pitches
2022,PHI202204090,20220409,top,4,0,12,5,1,3,0,11
2022,PHI202204090,20220409,bottom,6,2,18,7,1,4,0,15
2022,SFN202204090,20220409,top,3,0,10,4,1,4,0,17
2022,SFN202204090,20220409,bottom,4,0,8,5,1,3,0,15
2022,SLN202204090,20220409,top,7,1,41,8,1,3,0,12
2022,SLN202204090,20220409,bottom,6,1,23,7,1,4,0,17
2022,TBA202204090,20220409,top,4,0,19,5,1,3,0,8
2022,TBA202204090,20220409,bottom,4,0,10,5,1,8,3,34
2022,TOR202204090,20220409,top,5,0,23,6,1,3,0,14
2022,TOR202204090,20220409,bottom,7,2,24,8,1,4,0,15
2022,WAS202204090,20220409,top,5,0,21,6,1,4,0,22
2022,WAS202204090,20220409,bottom,4,0,16,5,1,3,0,14
2022,ANA202204100,20220410,top,4,0,15,5,1,3,0,12
2022,ANA202204100,20220410,bottom,3,0,13,4,1,4,1,13
2022,ARI202204100,20220410,top,3,0,10,4,1,10,5,45
2022,ARI202204100,20220410,bottom,4,0,14,5,0,5,0,23
2022,ATL202204100,20220410,top,5,0,28,6,1,4,0,16
2022,ATL202204100,20220410,bottom,3,0,13,4,1,4,0,17
2022,CHN202204100,20220410,top,4,0,12,5,1,4,0,16
2022,CHN202204100,20220410,bottom,6,3,29,7,1,5,0,22
2022,COL202204100,20220410,top,4,0,10,5,1,5,0,19
2022,COL202204100,20220410,bottom,7,3,29,8,1,4,0,9
2022,DET202204100,20220410,top,5,2,22,6,1,4,0,16
2022,DET202204100,20220410,bottom,3,0,20,4,1,6,1,25
2022,KCA202204100,20220410,top,9,6,38,1,0,8,4,22
2022,KCA202204100,20220410,bottom,4,0,22,5,1,3,0,13
2022,MIN202204100,20220410,top,4,0,22,5,1,3,0,10
2022,MIN202204100,20220410,bottom,9,5,34,1,1,6,1,27
2022,NYA202204100,20220410,top,7,2,25,8,1,4,0,14
2022,NYA202204100,20220410,bottom,6,0,31,7,1,4,0,16
2022,PHI202204100,20220410,top,4,0,20,5,1,3,0,9
2022,PHI202204100,20220410,bottom,3,0,6,4,1,3,0,8
2022,SFN202204100,20220410,top,5,0,18,6,1,6,1,19
2022,SFN202204100,20220410,bottom,3,0,11,4,1,6,2,17
2022,SLN202204100,20220410,top,4,0,14,5,1,3,0,11
2022,SLN202204100,20220410,bottom,7,3,27,8,1,4,0,16
2022,TBA202204100,20220410,top,5,0,26,6,1,3,0,15
2022,TBA202204100,20220410,bottom,4,0,22,5,1,7,4,37
2022,TOR202204100,20220410,top,3,0,17,4,1,4,1,15
2022,TOR202204100,20220410,bottom,7,4,25,8,1,4,1,10
2022,WAS202204100,20220410,top,3,0,12,4,1,3,0,8
2022,WAS202204100,20220410,bottom,5,1,24,6,1,3,0,11
2022,ANA202204110,20220411,top,3,0,11,4,1,4,0,23
2022,ANA202204110,20220411,bottom,6,3,26,7,1,4,1,14
2022,ATL202204110,20220411,top,5,0,26,6,1,5,0,15
2022,ATL202204110,20220411,bottom,5,1,12,6,1,3,0,16
2022,BAL202204110,20220411,top,3,0,9,4,1,4,0,21
2022,BAL202204110,20220411,bottom,4,0,16,5,1,7,2,30
2022,DET202204110,20220411,top,3,0,9,4,1,3,0,11
2022,DET202204110,20220411,bottom,6,1,19,7,1,4,0,14
2022,KCA202204110,20220411,top,6,2,23,7,1,4,0,16
2022,KCA202204110,20220411,bottom,6,0,24,7,1,3,0,9
2022,MIN202204110,20220411,top,3,0,11,4,1,4,0,12
2022,MIN202204110,20220411,bottom,6,1,29,7,1,4,0,16
2022,NYA202204110,20220411,top,4,0,17,5,1,3,0,8
2022,NYA202204110,20220411,bottom,3,0,11,4,1,4,0,13
2022,PHI202204110,20220411,top,8,3,33,9,1,4,0,13
2022,PHI202204110,20220411,bottom,3,0,15,4,1,3,0,15
2022,SFN202204110,20220411,top,3,0,18,4,1,5,0,21
2022,SFN202204110,20220411,bottom,5,0,25,6,1,5,1,18
2022,TBA202204110,20220411,top,7,4,25,8,0,7,4,22
2022,TBA202204110,20220411,bottom,4,0,19,5,1,3,0,16
2022,TEX202204110,20220411,top,7,1,29,8,1,5,0,19
2022,TEX202204110,20220411,bottom,5,0,25,6,1,3,0,13
2022,ANA202204120,20220412,top,3,0,11,4,1,6,0,24
2022,ANA202204120,20220412,bottom,3,0,9,4,1,4,0,16
2022,ARI202204120,20220412,top,5,0,17,6,1,3,0,10
2022,ARI202204120,20220412,bottom,4,0,24,5,1,3,0,14
2022,ATL202204120,20220412,top,4,1,11,5,1,3,0,10
2022,ATL202204120,20220412,bottom,4,0,20,5,1,8,3,34
2022,BAL202204120,20220412,top,6,2,20,7,1,4,0,16
2022,BAL202204120,20220412,bottom,4,0,22,5,1,7,4,26
2022,CHA202204120,20220412,top,4,0,16,5,1,4,1,11
2022,CHA202204120,20220412,bottom,3,0,12,4,1,3,0,12
2022,CIN202204120,20220412,top,3,0,17,4,1,3,0,16
2022,CIN202204120,20220412,bottom,3,0,12,4,1,3,0,8
2022,DET202204120,20220412,top,3,0,13,4,1,3,0,13
2022,DET202204120,20220412,bottom,3,0,12,4,1,3,0,9
2022,MIN202204120,20220412,top,3,0,13,4,1,3,0,19
2022,MIN202204120,20220412,bottom,4,0,15,5,1,3,0,12
2022,NYA202204120,20220412,top,4,0,19,5,1,3,0,18
2022,NYA202204120,20220412,bottom,4,0,21,5,1,5,2,24
2022,PHI202204120,20220412,top,6,0,27,7,1,3,0,12
2022,PHI202204120,20220412,bottom,4,0,17,5,1,3,0,14
2022,PIT202204120,20220412,top,3,0,13,4,1,3,0,8
2022,PIT202204120,20220412,bottom,4,0,19,5,1,3,0,13
2022,SFN202204120,20220412,top,4,0,20,5,1,5,1,16
2022,SFN202204120,20220412,bottom,10,6,37,2,1,8,4,36
2022,SLN202204120,20220412,top,3,0,14,4,1,6,3,31
2022,SLN202204120,20220412,bottom,6,3,25,7,1,4,0,14
2022,TBA202204120,20220412,top,7,3,35,8,1,5,0,29
2022,TBA202204120,20220412,bottom,7,1,34,8,1,8,4,40
2022,TEX202204120,20220412,top,3,0,9,4,1,4,0,14
2022,TEX202204120,20220412,bottom,3,0,10,4,1,6,1,25
2022,ARI202204130,20220413,top,4,0,12,5,1,3,0,14
2022,ARI202204130,20220413,bottom,5,0,23,6,1,7,1,26
2022,ATL202204130,20220413,top,6,2,15,7,1,3,0,8
2022,ATL202204130,20220413,bottom,3,0,15,4,1,3,0,14
2022,BAL202204130,20220413,top,3,0,12,4,1,6,2,18
2022,BAL202204130,20220413,bottom,4,0,15,5,1,3,0,12
2022,CHA202204130,20220413,top,4,1,13,5,1,4,0,13
2022,CHA202204130,20220413,bottom,4,0,7,5,1,8,4,29
2022,CIN202204130,20220413,top,5,0,15,6,1,8,2,30
2022,CIN202204130,20220413,bottom,4,0,19,5,1,4,0,13
2022,DET202204130,20220413,top,3,0,11,4,1,5,0,22
2022,DET202204130,20220413,bottom,5,1,19,6,1,3,0,12
2022,MIN202204130,20220413,top,8,2,30,9,1,5,1,19
2022,MIN202204130,20220413,bottom,3,0,12,4,1,3,0,14
2022,NYA202204130,20220413,top,4,1,15,5,1,4,0,18
2022,NYA202204130,20220413,bottom,4,0,17,5,1,4,0,17
2022,PHI202204130,20220413,top,3,0,10,4,1,4,0,22
2022,PHI202204130,20220413,bottom,6,0,29,7,1,3,0,16
2022,PIT202204130,20220413,top,4,1,19,5,1,3,0,18
2022,PIT202204130,20220413,bottom,7,3,28,8,1,3,0,12
2022,SFN202204130,20220413,top,5,1,18,6,1,3,0,12
2022,SFN202204130,20220413,bottom,3,0,8,4,1,6,2,27
2022,TBA202204130,20220413,top,3,0,12,4,1,5,0,21
2022,TBA202204130,20220413,bottom,4,0,15,5,1,5,0,15
2022,CHA202204140,20220414,top,3,0,13,4,1,7,2,25
2022,CHA202204140,20220414,bottom,3,0,11,4,1,4,0,14
2022,COL202204140,20220414,top,8,3,24,9,1,3,0,12
2022,COL202204140,20220414,bottom,5,0,23,6,1,3,0,9
2022,KCA202204140,20220414,top,3,0,14,4,1,7,2,26
2022,KCA202204140,20220414,bottom,4,0,8,5,1,5,0,24
2022,LAN202204140,20220414,top,3,0,11,4,1,6,0,21
2022,LAN202204140,20220414,bottom,7,3,22,8,0,3,0,17
2022,MIA202204140,20220414,top,5,1,14,6,1,4,0,15
2022,MIA202204140,20220414,bottom,3,0,16,4,1,3,0,10
2022,MIL202204140,20220414,top,3,0,13,4,1,3,0,15
2022,MIL202204140,20220414,bottom,5,1,15,6,1,5,1,20
2022,NYA202204140,20220414,top,5,0,16,6,1,6,0,28
2022,NYA202204140,20220414,bottom,3,0,9,4,1,3,0,11
2022,PIT202204140,20220414,top,8,3,30,9,1,3,0,12
2022,PIT202204140,20220414,bottom,6,1,26,7,1,3,0,11
2022,SDN202204140,20220414,top,3,0,13,4,1,3,0,11
2022,SDN202204140,20220414,bottom,8,3,31,9,1,7,2,20
2022,TBA202204140,20220414,top,4,0,14,5,1,6,3,17
2022,TBA202204140,20220414,bottom,3,0,12,4,1,5,1,13
2022,TEX202204140,20220414,top,7,2,31,8,1,4,0,17
2022,TEX202204140,20220414,bottom,4,0,14,5,1,9,4,35
2022,BAL202204150,20220415,top,5,0,14,6,1,3,0,16
2022,BAL202204150,20220415,bottom,3,0,9,4,1,5,0,12
2022,BOS202204150,20220415,top,5,1,26,6,1,7,3,28
2022,BOS202204150,20220415,bottom,3,0,8,4,1,4,1,12
2022,CHA202204150,20220415,top,3,0,15,4,1,3,0,13
2022,CHA202204150,20220415,bottom,4,0,12,5,1,4,1,17
2022,CLE202204150,20220415,top,4,0,16,5,1,5,1,20
2022,CLE202204150,20220415,bottom,3,0,9,4,1,4,0,9
2022,COL202204150,20220415,top,4,0,11,5,1,6,2,24
2022,COL202204150,20220415,bottom,4,0,11,5,1,3,0,16
2022,KCA202204150,20220415,top,3,0,11,4,1,3,0,11
2022,KCA202204150,20220415,bottom,3,0,13,4,1,3,0,14
2022,LAN202204150,20220415,top,4,0,17,5,1,4,0,21
2022,LAN202204150,20220415,bottom,3,0,13,4,1,5,1,17
2022,MIA202204150,20220415,top,5,0,21,6,1,3,0,13
2022,MIA202204150,20220415,bottom,5,2,15,6,1,7,2,33
2022,MIL202204150,20220415,top,9,4,35,1,1,6,2,29
2022,MIL202204150,20220415,bottom,3,0,11,4,1,4,0,13
2022,NYN202204150,20220415,top,5,0,25,6,1,3,0,15
2022,NYN202204150,20220415,bottom,5,1,16,6,1,4,0,18
2022,PIT202204150,20220415,top,8,2,34,9,1,6,1,18
2022,PIT202204150,20220415,bottom,3,0,11,4,1,7,2,36
2022,SDN202204150,20220415,top,4,0,16,5,1,3,0,10
2022,SDN202204150,20220415,bottom,4,0,21,5,1,4,0,15
2022,SEA202204150,20220415,top,3,0,16,4,1,3,0,16
2022,SEA202204150,20220415,bottom,7,1,20,8,1,3,0,9
2022,TEX202204150,20220415,top,4,1,11,5,0,4,1,16
2022,TEX202204150,20220415,bottom,4,0,19,5,1,5,1,21
2022,TOR202204150,20220415,top,3,0,22,4,1,3,0,10
2022,TOR202204150,20220415,bottom,4,1,14,5,1,5,1,16
2022,BAL202204160,20220416,top,4,0,17,5,1,4,0,15
2022,BAL202204160,20220416,bottom,3,0,12,4,1,3,0,14
2022,BOS202204160,20220416,top,3,0,19,4,1,3,0,16
2022,BOS202204160,20220416,bottom,3,0,11,4,1,5,2,26
2022,CHA202204160,20220416,top,6,1,25,7,1,4,0,15
2022,CHA202204160,20220416,bottom,3,0,11,4,1,3,0,17
2022,CLE202204160,20220416,top,3,0,19,4,1,3,0,15
2022,CLE202204160,20220416,bottom,4,1,9,5,1,5,0,16
2022,COL202204160,20220416,top,3,0,8,4,1,4,0,20
2022,COL202204160,20220416,bottom,4,0,19,5,1,3,0,9
2022,KCA202204160,20220416,top,4,0,16,5,1,5,1,26
2022,KCA202204160,20220416,bottom,5,1,24,6,1,5,0,14
2022,LAN202204160,20220416,top,3,0,8,4,1,3,0,17
2022,LAN202204160,20220416,bottom,3,0,10,4,1,3,0,13
2022,MIA202204160,20220416,top,6,2,40,7,1,10,6,36
2022,MIA202204160,20220416,bottom,4,0,13,5,1,5,0,24
2022,MIL202204160,20220416,top,3,0,8,4,1,3,0,10
2022,MIL202204160,20220416,bottom,4,0,14,5,1,4,0,16
2022,NYN202204160,20220416,top,3,0,13,4,1,4,0,17
2022,NYN202204160,20220416,bottom,4,0,17,5,1,4,0,21
2022,PIT202204160,20220416,top,5,0,14,6,1,5,1,18
2022,PIT202204160,20220416,bottom,5,0,23,6,1,6,2,22
2022,SDN202204160,20220416,top,5,1,19,6,1,4,0,13
2022,SDN202204160,20220416,bottom,4,0,16,5,1,4,1,25
2022,SEA202204160,20220416,top,5,0,12,6,1,4,1,10
2022,SEA202204160,20220416,bottom,4,0,17,5,1,3,0,7
2022,TEX202204160,20220416,top,4,0,15,5,1,3,0,15
2022,TEX202204160,20220416,bottom,3,0,5,4,1,5,0,18
2022,TOR202204160,20220416,top,3,0,12,4,1,7,3,19
2022,TOR202204160,20220416,bottom,4,1,10,5,1,4,0,20
2022,BAL202204170,20220417,top,4,0,17,5,1,5,0,17
2022,BAL202204170,20220417,bottom,5,0,21,6,1,3,0,13
2022,BOS202204170,20220417,top,3,0,8,4,1,3,0,11
2022,BOS202204170,20220417,bottom,5,0,13,6,1,3,0,12
2022,CHA202204170,20220417,top,10,4,35,2,1,4,0,16
2022,CHA202204170,20220417,bottom,3,0,12,4,1,3,0,16
2022,CLE202204170,20220417,top,3,0,11,4,1,5,2,30
2022,CLE202204170,20220417,bottom,3,0,12,4,1,3,0,17
2022,COL202204170,20220417,top,4,1,11,5,1,5,2,15
2022,COL202204170,20220417,bottom,4,0,19,5,1,3,0,13
2022,LAN202204170,20220417,top,3,0,13,4,1,3,0,14
2022,LAN202204170,20220417,bottom,3,0,11,4,1,4,0,16
2022,MIA202204170,20220417,top,4,0,13,5,1,5,0,16
2022,MIA202204170,20220417,bottom,4,0,12,5,1,8,4,25
2022,MIL202204170,20220417,top,6,0,34,7,1,3,0,9
2022,MIL202204170,20220417,bottom,7,3,30,8,1,4,0,25
2022,NYN202204170,20220417,top,4,0,15,5,1,4,0,20
2022,NYN202204170,20220417,bottom,4,0,20,5,1,6,0,24
2022,PIT202204170,20220417,top,3,0,11,4,1,8,3,37
2022,PIT202204170,20220417,bottom,3,0,8,4,1,4,0,12
2022,SDN202204170,20220417,top,4,0,19,5,1,3,0,10
2022,SDN202204170,20220417,bottom,6,0,22,7,1,7,2,23
2022,SEA202204170,20220417,top,3,0,13,4,1,5,0,22
2022,SEA202204170,20220417,bottom,6,1,27,7,1,3,0,9
2022,TEX202204170,20220417,top,4,1,15,5,1,3,0,10
2022,TEX202204170,20220417,bottom,5,0,13,6,1,5,1,13
2022,TOR202204170,20220417,top,5,0,21,6,1,3,0,9
2022,TOR202204170,20220417,bottom,5,1,15,6,1,5,1,28
2022,BOS202204180,20220418,top,5,2,19,6,1,3,0,18
2022,BOS202204180,20220418,bottom,4,0,8,5,1,3,0,13
2022,CHN202204180,20220418,top,4,0,22,5,1,3,0,15
2022,CHN202204180,20220418,bottom,3,0,9,4,1,5,2,17
2022,COL202204180,20220418,top,4,0,14,5,1,3,0,9
2022,COL202204180,20220418,bottom,4,0,14,5,1,3,0,17
2022,HOU202204180,20220418,top,3,0,15,4,1,6,2,19
2022,HOU202204180,20220418,bottom,5,2,24,6,1,3,0,8
2022,LAN202204180,20220418,top,4,0,19,5,1,3,0,14
2022,LAN202204180,20220418,bottom,5,1,17,6,1,3,0,13
2022,MIL202204180,20220418,top,5,0,20,6,1,3,0,12
2022,MIL202204180,20220418,bottom,6,1,21,7,1,3,0,18
2022,OAK202204180,20220418,top,3,0,11,4,1,3,0,11
2022,OAK202204180,20220418,bottom,5,1,18,6,1,4,0,13
2022,SDN202204180,20220418,top,4,1,9,5,1,6,0,21
2022,SDN202204180,20220418,bottom,5,2,15,6,1,3,0,13
2022,BOS202204190,20220419,top,4,0,15,5,1,5,1,24
2022,BOS202204190,20220419,bottom,4,0,17,5,1,4,0,16
2022,CHN202204190,20220419,top,3,0,7,4,1,4,1,18
2022,CHN202204190,20220419,bottom,4,0,13,5,1,3,0,9
2022,COL202204190,20220419,top,5,1,19,6,1,5,0,24
2022,COL202204190,20220419,bottom,3,0,10,4,1,3,0,12
2022,DET202204190,20220419,top,7,2,42,8,0,5,1,26
2022,DET202204190,20220419,bottom,4,0,22,5,1,8,2,50
2022,HOU202204190,20220419,top,4,0,12,5,1,5,1,20
2022,HOU202204190,20220419,bottom,3,0,13,4,1,4,0,13
2022,KCA202204190,20220419,top,4,0,17,5,1,3,0,6
2022,KCA202204190,20220419,bottom,5,0,26,6,1,3,0,10
2022,LAN202204190,20220419,top,4,0,10,5,1,5,1,18
2022,LAN202204190,20220419,bottom,3,0,14,4,1,3,0,9
2022,MIA202204190,20220419,top,3,0,13,4,1,7,2,29
2022,MIA202204190,20220419,bottom,5,0,15,6,1,4,0,17
2022,MIL202204190,20220419,top,3,0,15,4,1,3,0,10
2022,MIL202204190,20220419,bottom,3,0,15,4,1,8,4,37
2022,OAK202204190,20220419,top,5,1,18,6,1,4,0,16
2022,OAK202204190,20220419,bottom,3,0,10,4,1,5,0,9
2022,SDN202204190,20220419,top,4,1,13,5,1,3,0,6
2022,SDN202204190,20220419,bottom,7,3,31,8,1,3,0,11
2022,SEA202204190,20220419,top,5,0,14,6,1,3,0,11
2022,SEA202204190,20220419,bottom,6,3,28,7,1,4,1,12
2022,NYN202204191,20220419,top,3,0,5,4,1,6,2,14
2022,NYN202204191,20220419,bottom,4,1,15,5,1,3,0,13
2022,WAS202204191,20220419,top,4,0,20,5,1,3,0,13
2022,WAS202204191,20220419,bottom,3,0,9,4,1,4,0,10
2022,NYN202204192,20220419,top,3,0,14,4,1,3,0,15
2022,NYN202204192,20220419,bottom,4,0,14,5,1,5,0,18
2022,WAS202204192,20220419,top,3,0,9,4,1,5,0,23
2022,WAS202204192,20220419,bottom,3,0,13,4,1,4,0,15
2022,BOS202204200,20220420,top,4,0,16,5,1,10,5,43
2022,BOS202204200,20220420,bottom,6,1,17,7,1,5,0,16
2022,CHN202204200,20220420,top,7,4,32,8,1,5,1,14
2022,CHN202204200,20220420,bottom,5,0,23,6,1,5,0,26
2022,COL202204200,20220420,top,5,0,17,6,1,4,0,15
2022,COL202204200,20220420,bottom,6,2,22,7,1,5,0,12
2022,DET202204200,20220420,top,3,0,12,4,1,4,0,21
2022,DET202204200,20220420,bottom,3,0,8,4,1,5,1,22
2022,HOU202204200,20220420,top,11,6,50,3,0,4,0,16
2022,HOU202204200,20220420,bottom,3,0,10,4,1,3,0,9
2022,KCA202204200,20220420,top,3,0,13,4,1,3,0,7
2022,KCA202204200,20220420,bottom,4,1,15,5,1,3,0,17
2022,LAN202204200,20220420,top,3,0,13,4,1,3,0,14
2022,LAN202204200,20220420,bottom,6,2,22,7,1,4,0,21
2022,MIA202204200,20220420,top,5,0,27,6,1,3,0,10
2022,MIA202204200,20220420,bottom,3,0,9,4,1,3,0,12
2022,MIL202204200,20220420,top,3,0,18,4,1,3,0,16
2022,MIL202204200,20220420,bottom,3,0,13,4,1,6,1,23
2022,NYN202204200,20220420,top,8,3,25,9,1,4,1,17
2022,NYN202204200,20220420,bottom,3,0,16,4,1,4,0,19
2022,OAK202204200,20220420,top,4,0,22,5,1,4,0,18
2022,OAK202204200,20220420,bottom,3,0,12,4,1,4,0,28
2022,SDN202204200,20220420,top,5,0,15,6,1,3,0,17
2022,SDN202204200,20220420,bottom,4,0,21,5,1,3,0,10
2022,SEA202204200,20220420,top,4,0,19,5,1,4,0,11
2022,SEA202204200,20220420,bottom,3,0,15,4,1,3,0,11
2022,WAS202204200,20220420,top,3,0,11,4,1,6,1,27
2022,WAS202204200,20220420,bottom,3,0,6,4,1,5,0,16
2022,CLE202204201,20220420,top,3,0,8,4,1,3,0,10
2022,CLE202204201,20220420,bottom,6,1,19,7,1,13,9,43
2022,CLE202204202,20220420,top,4,0,23,5,1,4,0,15
2022,CLE202204202,20220420,bottom,5,1,21,6,1,3,0,9
2022,BOS202204210,20220421,top,3,0,18,4,1,4,0,19
2022,BOS202204210,20220421,bottom,3,0,11,4,1,4,0,12
2022,CHN202204210,20220421,top,3,0,12,4,1,4,0,13
2022,CHN202204210,20220421,bottom,7,2,34,8,1,5,1,15
2022,CLE202204210,20220421,top,3,0,8,4,1,3,0,9
2022,CLE202204210,20220421,bottom,5,0,21,6,1,4,0,13
2022,DET202204210,20220421,top,4,0,17,5,1,3,0,6
2022,DET202204210,20220421,bottom,4,0,11,5,1,3,0,13
2022,KCA202204210,20220421,top,3,0,17,4,1,5,1,27
2022,KCA202204210,20220421,bottom,3,0,15,4,1,3,0,15
2022,MIA202204210,20220421,top,3,0,9,4,1,4,0,18
2022,MIA202204210,20220421,bottom,3,0,9,4,1,6,1,23
2022,NYN202204210,20220421,top,4,0,15,5,1,6,1,19
2022,NYN202204210,20220421,bottom,4,1,14,5,1,6,2,11
2022,OAK202204210,20220421,top,3,0,10,4,1,3,0,14
2022,OAK202204210,20220421,bottom,4,0,12,5,1,3,0,11
2022,SEA202204210,20220421,top,4,0,16,5,1,6,2,25
2022,SEA202204210,20220421,bottom,9,5,36,1,1,5,0,20
2022,WAS202204210,20220421,top,5,1,16,6,1,4,1,14
2022,WAS202204210,20220421,bottom,3,0,14,4,1,3,0,13
2022,ANA202204220,20220422,top,3,0,15,4,1,6,2,22
2022,ANA202204220,20220422,bottom,3,0,7,4,1,3,0,12
2022,ARI202204220,20220422,top,3,0,16,4,1,3,0,12
2022,ARI202204220,20220422,bottom,3,0,10,4,1,3,0,10
2022,ATL202204220,20220422,top,4,0,18,5,1,5,0,13
2022,ATL202204220,20220422,bottom,5,1,33,6,1,5,0,19
2022,CHN202204220,20220422,top,4,0,12,5,1,6,2,27
2022,CHN202204220,20220422,bottom,3,0,13,4,1,6,2,29
2022,CIN202204220,20220422,top,7,1,27,8,1,4,0,13
2022,CIN202204220,20220422,bottom,5,0,23,6,1,4,0,10
2022,HOU202204220,20220422,top,3,0,18,4,1,3,0,16
2022,HOU202204220,20220422,bottom,4,0,13,5,1,3,0,8
2022,MIN202204220,20220422,top,4,0,10,5,1,4,0,16
2022,MIN202204220,20220422,bottom,3,0,24,4,1,4,0,14
2022,NYA202204220,20220422,top,4,0,15,5,1,3,0,14
2022,NYA202204220,20220422,bottom,4,0,18,5,1,3,0,9
2022,OAK202204220,20220422,top,3,0,13,4,1,9,5,34
2022,OAK202204220,20220422,bottom,3,0,14,4,1,3,0,12
2022,PHI202204220,20220422,top,6,0,26,7,1,4,0,22
2022,PHI202204220,20220422,bottom,6,1,16,7,1,3,0,21
2022,SDN202204220,20220422,top,5,0,25,6,1,4,0,13
2022,SDN202204220,20220422,bottom,3,0,9,4,1,6,1,25
2022,SEA202204220,20220422,top,4,0,20,5,1,4,0,12
2022,SEA202204220,20220422,bottom,3,0,14,4,1,4,0,18
2022,TBA202204220,20220422,top,7,2,22,8,1,3,0,12
2022,TBA202204220,20220422,bottom,4,1,13,5,1,5,0,18
2022,WAS202204220,20220422,top,5,0,21,6,1,11,7,45
2022,WAS202204220,20220422,bottom,5,0,21,6,1,3,0,10
2022,ANA202204230,20220423,top,6,2,25,7,1,4,0,15
2022,ANA202204230,20220423,bottom,6,1,23,7,1,4,0,17
2022,ARI202204230,20220423,top,4,0,20,5,1,3,0,8
2022,ARI202204230,20220423,bottom,5,1,22,6,1,7,2,32
2022,ATL202204230,20220423,top,5,1,21,6,1,3,0,11
2022,ATL202204230,20220423,bottom,5,1,21,6,1,3,0,9
2022,CHN202204230,20220423,top,3,0,6,4,1,3,0,10
2022,CHN202204230,20220423,bottom,7,1,23,8,1,12,8,34
2022,CIN202204230,20220423,top,5,0,19,6,1,6,1,31
